country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,package_description,atc_code,marketing_auth_holder,reporter,status,reason,parallel_export_ban,legal_basis,healthcare_notice,basg_note,shortage_start,estimated_end,last_updated,scraped_at,prk
AT,Austria,BASG,"Dobutamin  ""Pharmaselect"" 500 mg - Infusionslösung",DOBUTAMIN HYDROCHLORID,,Infusionslösung,5 Stück,5 x 1 Ampulle zu 50ml (Bündelpackung) (Glasampulle Typ I mit Brechring),C01CA07,"Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich","Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich",Nicht verfügbar,Verzögerung in der Packmittelbeschaffung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2020-11-30,,2026-04-07,2026-09-23T20:51:08.328856,
AT,Austria,BASG,Rabeprazol Sandoz 20 mg - magensaftresistente Tabletten,RABEPRAZOL NATRIUM,20 mg,magensaftresistente Tablette,30 Stück,30 Stück (Blister),A02BC04,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",resolved,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-06-22,,2026-09-04,2026-09-23T20:51:08.328877,54879
AT,Austria,BASG,Rabeprazol Sandoz 20 mg - magensaftresistente Tabletten,RABEPRAZOL NATRIUM,20 mg,magensaftresistente Tablette,14 Stück,14 Stück (Blister),A02BC04,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-07-20,,2026-09-04,2026-09-23T20:51:08.328889,54879
AT,Austria,BASG,Diltiazem ratiopharm 60 mg - Tabletten,DILTIAZEM HYDROCHLORID,60 mg,Tablette,50 Stück,50 Stück in PVDC/Alu-Folie-Blister,C08DB01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-03-02,,2026-03-20,2026-09-23T20:51:08.328899,
AT,Austria,BASG,Diltiazem ratiopharm 60 mg - Tabletten,DILTIAZEM HYDROCHLORID,60 mg,Tablette,20 Stück,20 Stück in PVDC/Alu-Folie-Blister,C08DB01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-03-09,,2026-03-20,2026-09-23T20:51:08.328909,
AT,Austria,BASG,Paliperidon ratiopharm 3 mg Retardtabletten,PALIPERIDON,3 mg,Retardtablette,30 Stück,30 x 1 Tabletten in perforierten Einzeldosis-Blister (OPA/Alu/PVC/Alu),N05AX13,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-24,,2026-08-27,2026-09-23T20:51:08.328919,84638
AT,Austria,BASG,Diclofenac Sandoz 50 mg - Filmtabletten,DICLOFENAC NATRIUM,50 mg,Filmtablette,30 Stück,30 Stück,M01AB05,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-14,,2026-09-14,2026-09-23T20:51:08.328929,
AT,Austria,BASG,Instillagel - Einmalspritze,"LIDOCAIN HYDROCHLORID, CHLORHEXIDINDIGLUCONAT",,"Gel, Gel zur Anwendung in der Harnröhre",1 Stück,"1 x 6 ml in einer Einmalspritze bestehend aus Polyproyplen, steril verpackt und gebrauchsfertig",N01BB52,"Farco-Pharma GmbH, Gereonsmühlengasse 1-11, 50670 Köln, Federal Republic of Germany","Farco-Pharma GmbH, Gereonsmühlengasse 1-11, 50670 Köln, Federal Republic of Germany",Nicht verfügbar,Verzögerung in der Auslieferung aufgrund der Umsetzung der Fälschungsrichtlinie,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2020-04-06,2025-01-01,2024-10-04,2026-09-23T20:51:08.328941,81957
AT,Austria,BASG,Instillagel - Einmalspritze,"LIDOCAIN HYDROCHLORID, CHLORHEXIDINDIGLUCONAT",,"Gel, Gel zur Anwendung in der Harnröhre",1 Stück,"1 x 11 ml in einer Einmalspritze bestehend aus Polyproyplen, steril verpackt und gebrauchsfertig",N01BB52,"Farco-Pharma GmbH, Gereonsmühlengasse 1-11, 50670 Köln, Federal Republic of Germany","Farco-Pharma GmbH, Gereonsmühlengasse 1-11, 50670 Köln, Federal Republic of Germany",Nicht verfügbar,Verzögerung in der Auslieferung aufgrund der Umsetzung der Fälschungsrichtlinie,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2020-04-06,2025-01-01,2024-10-04,2026-09-23T20:51:08.328953,81957
AT,Austria,BASG,Instillagel - Einmalspritze,"LIDOCAIN HYDROCHLORID, CHLORHEXIDINDIGLUCONAT",,"Gel, Gel zur Anwendung in der Harnröhre",10 Stück,"10 x 6 ml in einer Einmalspritze bestehend aus Polyproyplen, steril verpackt und gebrauchsfertig",N01BB52,"Farco-Pharma GmbH, Gereonsmühlengasse 1-11, 50670 Köln, Federal Republic of Germany","Farco-Pharma GmbH, Gereonsmühlengasse 1-11, 50670 Köln, Federal Republic of Germany",resolved,Verzögerung in der Auslieferung aufgrund der Umsetzung der Fälschungsrichtlinie,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2020-04-06,2022-07-07,2024-10-04,2026-09-23T20:51:08.328965,81957
AT,Austria,BASG,Instillagel - Einmalspritze,"LIDOCAIN HYDROCHLORID, CHLORHEXIDINDIGLUCONAT",,"Gel, Gel zur Anwendung in der Harnröhre",10 Stück,"10 x 11 ml in einer Einmalspritze bestehend aus Polyproyplen, steril verpackt und gebrauchsfertig",N01BB52,"Farco-Pharma GmbH, Gereonsmühlengasse 1-11, 50670 Köln, Federal Republic of Germany","Farco-Pharma GmbH, Gereonsmühlengasse 1-11, 50670 Köln, Federal Republic of Germany",resolved,Verzögerung in der Auslieferung aufgrund der Umsetzung der Fälschungsrichtlinie,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2020-04-06,2022-07-11,2024-10-04,2026-09-23T20:51:08.328976,81957
AT,Austria,BASG,Quetiapin Sandoz 25 mg - Filmtabletten,QUETIAPIN FUMARAT,25 mg,Filmtablette,90 Stück,90 Tabletten in PVC/PVDC/Aluminium oder PVC/PE/PVDC/Aluminium Blisterpackungen,N05AH04,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-17,,2026-09-08,2026-09-23T20:51:08.328985,50741
AT,Austria,BASG,Quetiapin Sandoz 25 mg - Filmtabletten,QUETIAPIN FUMARAT,25 mg,Filmtablette,60 Stück,60 Tabletten in PVC/PVDC/Aluminium oder PVC/PE/PVDC/Aluminium Blisterpackungen,N05AH04,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-07-01,,2026-09-08,2026-09-23T20:51:08.328995,50741
AT,Austria,BASG,Sterofundin B - Infusionslösung,"MAGNESIUMCHLORID, NATRIUMDIHYDROGENPHOSPHAT, GLUCOSE, NATRIUMCHLORID, KALIUMCHLORID, NATRIUMLACTAT",,Infusionslösung,10 Stück,10 x 500 ml Plastikinfusionsflasche,B05BB02,"B. Braun Melsungen AG, Carl-Braun-Straße 1, 34212 Melsungen, Federal Republic of Germany","B. Braun Melsungen AG, Carl-Braun-Straße 1, 34212 Melsungen, Federal Republic of Germany",Nicht verfügbar,Sonstiger,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Ja,,2026-09-01,,2026-09-09,2026-09-23T20:51:08.329005,
AT,Austria,BASG,MULTAQ 400 mg Filmtabletten,DRONEDARON,400 mg,Filmtablette,60 Stück,(PVC/Alu),C01BD07,"Sanofi Winthrop Industrie, 82 Avenue Raspail -, 94250 Gentilly, French Republic","Sanofi Winthrop Industrie, 82 Avenue Raspail -, 94250 Gentilly, French Republic",eingeschränkt verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-04,2026-11-11,2026-08-25,2026-09-23T20:51:08.329022,
AT,Austria,BASG,Zeldox 60 mg - Hartkapseln,ZIPRASIDONHYDROCHLORID,60 mg,Hartkapsel,60 Stück,60 Stück (Blister),N05AE04,"Viatris Healthcare Limited, Damastown Road Damastown Industrial Park -, D15 XD71 Dublin 15, Irland","Viatris Healthcare Limited, Damastown Road Damastown Industrial Park -, D15 XD71 Dublin 15, Irland",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-07-16,,2026-07-29,2026-09-23T20:51:08.329032,
AT,Austria,BASG,Quetialan XR 300 mg-Retardtabletten,QUETIAPIN FUMARAT,300 mg,Retardtablette,60 Stück,"60 Retardtabletten in weißen, opaken PVC/PCTFE-Aluminium-Blisterpackungen",N05AH04,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-03-20,2026-12-18,2026-09-09,2026-09-23T20:51:08.329043,84204
AT,Austria,BASG,Quetialan XR 300 mg-Retardtabletten,QUETIAPIN FUMARAT,300 mg,Retardtablette,10 Stück,"10 Retardtabletten in weißen, opaken PVC/PCTFE-Aluminium-Blisterpackungen",N05AH04,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-06-12,2026-12-18,2026-09-09,2026-09-23T20:51:08.329054,84204
AT,Austria,BASG,Orgaran - Ampullen,DANAPAROID,,Injektionslösung,10 Stück,"10 Ampullen zu 0,6ml",B01AB09,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",eingeschränkt verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-18,2026-10-30,2026-09-22,2026-09-23T20:51:08.329065,34339
AT,Austria,BASG,L-Polamidon Lösung zur Substitution,LEVOMETHADONHYDROCHLORID,,Lösung zum Einnehmen,3 Stück,3 x 100 ml in Braunglasflasche (Typ III) mit kindersicherem PP-Verschluss (Bündelpackung),N07BC05,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Regulatorische Änderungen,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-02,,2026-09-08,2026-09-23T20:51:08.329074,
AT,Austria,BASG,L-Polamidon Lösung zur Substitution,LEVOMETHADONHYDROCHLORID,,Lösung zum Einnehmen,1 Stück,100 ml in Braunglasflasche (Typ III) mit kindersicherem PP-Verschluss,N07BC05,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Regulatorische Änderungen,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-08,,2026-09-08,2026-09-23T20:51:08.329084,
AT,Austria,BASG,Urbason solubile 250 mg  Trockenampullen mit Lösungsmittel,NATRIUM METHYLPREDNISOLON SUCCINAT,250 mg,Pulver und Lösungsmittel zur Herstellung einer Injektions-/Infusionslösung,5 Stück,5 x 1 Gefriergetrockneter Wirkstoff in farblosen Glasampullen (Typ I). Lösungsmittelampulle aus farblosem Glas (Typ I) - 5 Trockenampullen + 5 Lösungsmittelampullen,H02AB04,"Fidia Farmaceutici S.p.A., Via Ponte Della Fabbrica 3 A, 35031 Abano Terme, Italien","Fidia Farmaceutici S.p.A., Via Ponte Della Fabbrica 3 A, 35031 Abano Terme, Italien",Nicht verfügbar,Produktionstransfer zu einem alternativen Hersteller,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-01-01,2027-03-31,2026-01-20,2026-09-23T20:51:08.329094,
AT,Austria,BASG,Arthrotec Manteltabletten,"DICLOFENAC NATRIUM, MISOPROSTOL",,Tablette,30 Stück,30 Stück in Alu-Blister,M01AB55,"Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich","Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-24,,2026-08-24,2026-09-23T20:51:08.329103,
AT,Austria,BASG,Sertralin ratiopharm 50 mg Filmtabletten,SERTRALIN HYDROCHLORID,50 mg,Filmtablette,30 Stück,30 Stück in Blisterpackung aus PVC/PVDC/Aluminium in einem Umkarton,N06AB06,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-07-28,,2026-08-04,2026-09-23T20:51:08.329117,39403
AT,Austria,BASG,ViroMed 400 mg - Tabletten,ACICLOVIR,400 mg,Tablette,60 Stück,60 Stück in PVC/Alu-Blister,J05AB01,"S.MED Handels GmbH, Zachgasse 1, 1220 Wien, Österreich","S.MED Handels GmbH, Zachgasse 1, 1220 Wien, Österreich",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-04-22,2026-12-31,2026-07-23,2026-09-23T20:51:08.329128,26417
AT,Austria,BASG,Emtricitabin/Tenofovirdisoproxil Mylan 200 mg/245 mg Filmtabletten,"EMTRICITABIN, TENOFOVIR DISOPROXIL",200 mg/245 mg,Filmtablette,30 Stück,30 Stück in kaltgeformter Blisterpackung mit eingebetteter Trockenmittelschicht auf einer Seite und mit beschichteter Aluminiumfolie auf der anderen Seite,J05AR03,"Mylan, 117 Allee Des Parcs -, 69800 St Priest, French Republic","Mylan, 117 Allee Des Parcs -, 69800 St Priest, French Republic",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-19,2026-11-23,2026-08-24,2026-09-23T20:51:08.329139,146560
AT,Austria,BASG,"Rivastigmin 1A Pharma 13,3 mg/24 Stunden - transdermales Pflaster",RIVASTIGMIN,"13,3 mg/24 h mg/24 h",transdermales Pflaster,30 Stück,"30 x kindergesicherte Beutel aus Papier/Polyethylenterephthalat/ Aluminium/Polyacrylnitrit, mehrfach laminiert oder Papier/Polytheylenterephthalat/Polyethylen/Aluminium/Polyamid, mehrfach laminiert.",N06DA03,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-14,,2026-09-14,2026-09-23T20:51:08.329148,
AT,Austria,BASG,Tamiflu 6 mg/ml Pulver zur Herstellung einer Suspension zum Einnehmen,OSELTAMIVIR PHOSPHAT,6 mg/ml,Pulver zur Herstellung einer Suspension zum Einnehmen,13 g,"100-ml-Braunglasflasche (mit kindersicherem Polypropylendrehverschluss, äußerer Teil: Polyethylen; innerer Teil: Polypropylen; Dichtung: Polyethylen) mit 13 g Pulver zur Herstellung einer Suspension",J05AH02,"Roche Registration GmbH, Emil-Barell-Straße 1, 79639 Grenzach-Wyhlen, Federal Republic of Germany","Roche Registration GmbH, Emil-Barell-Straße 1, 79639 Grenzach-Wyhlen, Federal Republic of Germany",eingeschränkt verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2025-12-12,2026-09-30,2026-05-29,2026-09-23T20:51:08.329159,102709
AT,Austria,BASG,Ciprofloxacin +pharma 500mg Filmtabletten,CIPROFLOXACINHYDROCHLORID,500 mg,Filmtablette,20 Stück,20 Stück in PVC/Alu-Blister,J01MA02,"+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich","+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-11-04,2026-09-07,2026-04-20,2026-09-23T20:51:08.329170,138932
AT,Austria,BASG,Ciprofloxacin +pharma 500mg Filmtabletten,CIPROFLOXACINHYDROCHLORID,500 mg,Filmtablette,10 Stück,10 Stück in PVC/Alu-Blister,J01MA02,"+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich","+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-01-20,2026-09-07,2026-04-20,2026-09-23T20:51:08.329180,138932
AT,Austria,BASG,"SANCUSO 3,1 mg/24 Stunden transdermales Pflaster",GRANISETRON,"3,1 mg/24 h",transdermales Pflaster,1 Stück,Jedes transdermale Pflaster ist  in einem heißversiegelten Beutel aus polyesterbeschichtetemPapier/Aluminium/LLDPE verpackt.,A04AA02,"Grünenthal GmbH, Zieglerstraße 6, 52078 Aachen, Federal Republic of Germany","Grünenthal GmbH, Zieglerstraße 6, 52078 Aachen, Federal Republic of Germany",Nicht verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-04-10,2026-09-30,2026-06-11,2026-09-23T20:51:08.329191,105589
AT,Austria,BASG,Eskazole 400 mg - Tabletten,ALBENDAZOL,400 mg,Tablette,12 Stück,"12 Stück in Blister (Aluminiumfolie, heißsiegelfähig lackiert, und PVDC/PVC-Folie)",P02CA03,"Glaxosmithkline Pharma GmbH, Wienerbergstraße 7, 1100 Wien, Österreich","Glaxosmithkline Pharma GmbH, Wienerbergstraße 7, 1100 Wien, Österreich",eingeschränkt verfügbar,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-06-13,,2026-07-03,2026-09-23T20:51:08.329201,27278
AT,Austria,BASG,Dabigatranetexilat Viatris 75 mg Hartkapseln,DABIGATRANETEXILATMESILAT,75 mg,Hartkapsel,30 Stück,"OPA/Aluminium/PVC blister, n/a",B01AE07,"Viatris Limited, Damastown Industrial Park Mulhuddart -, D15 XD71 Dublin 15, Irland","Viatris Limited, Damastown Industrial Park Mulhuddart -, D15 XD71 Dublin 15, Irland",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-06-15,2026-11-06,2026-09-07,2026-09-23T20:51:08.329212,86983
AT,Austria,BASG,Rosuvastatin/Ezetimib HCS 5 mg/10 mg Filmtabletten,"EZETIMIB, ROSUVASTATIN CALCIUM",5/10 mg,Filmtablette,30 Stück,30 Filmtabletten in OPA/Aluminium/PVC//Aluminum Blisterpackung in Umkarton,C10BA06,"HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium","HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-18,2026-09-30,2026-08-18,2026-09-23T20:51:08.329223,
AT,Austria,BASG,Quetiapin neuraxpharm 150 mg Retardtabletten,QUETIAPIN FUMARAT,150 mg,Retardtablette,30 Stück,30 Tabletten in weiß-opake PVC/PCTFE//Aluminium-Blisterpackung,N05AH04,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-12-20,2027-03-31,2026-09-10,2026-09-23T20:51:08.329234,94757
AT,Austria,BASG,Quetiapin neuraxpharm 150 mg Retardtabletten,QUETIAPIN FUMARAT,150 mg,Retardtablette,10 Stück,10 Tabletten in weiß-opake PVC/PCTFE//Aluminium-Blisterpackung,N05AH04,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-01-29,2027-03-31,2026-09-10,2026-09-23T20:51:08.329245,94757
AT,Austria,BASG,Durogesic 75 Mikrogramm/Stunde - Transdermales Pflaster,FENTANYL,75 µg/h,transdermales Pflaster,5 Stück,5 Pflaster einzeln in einem versiegelten Beutel aus Verbundfolie verpackt,N02AB03,"Janssen-Cilag Pharma GmbH, Vorgartenstraße 206b, 1020 Wien, Österreich","Janssen-Cilag Pharma GmbH, Vorgartenstraße 206b, 1020 Wien, Österreich",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-10-31,,2025-11-03,2026-09-23T20:51:08.329258,
AT,Austria,BASG,Medikinet retard 20 mg Hartkapseln mit veränderter Wirkstofffreisetzung,METHYLPHENIDAT HYDROCHLORID,20 mg,Hartkapsel mit veränderter Wirkstofffreisetzung,30 Stück,"30 Stück in Blisterpackungen aus PVC/PVdC, hitzeversiegelt mit Aluminiumfolie",N06BA04,"MEDICE Arzneimittel Pütter GmbH & Co. KG, Kuhloweg 37, 58638 Iserlohn, Federal Republic of Germany","MEDICE Arzneimittel Pütter GmbH & Co. KG, Kuhloweg 37, 58638 Iserlohn, Federal Republic of Germany",Nicht verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-17,2026-09-30,2026-08-17,2026-09-23T20:51:08.329270,82236
AT,Austria,BASG,Isorel P (Pini) - Injektionslösung,VISCI ALBI HERBA (AUSZUG),,Injektionslösung,10 Stück,"Serienpackung I: 2x Stärke 1, 2x Stärke 6, 2x Stärke 12, 2 x Stärke 24, 2 x Stärke 36",V03AX,"LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich","LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich",Nicht verfügbar,Wechsel des Zulassungsinhabers,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-25,,2026-08-25,2026-09-23T20:51:08.329279,
AT,Austria,BASG,Isorel P (Pini) - Injektionslösung,VISCI ALBI HERBA (AUSZUG),,Injektionslösung,10 Stück,"Serienpackung II: 3 x Stärke 1, 3 x Stärke 6, 4 x Stärke 12",V03AX,"LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich","LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich",Nicht verfügbar,Wechsel des Zulassungsinhabers,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-25,,2026-08-25,2026-09-23T20:51:08.329288,
AT,Austria,BASG,Isorel P (Pini) - Injektionslösung,VISCI ALBI HERBA (AUSZUG),,Injektionslösung,10 Stück,"Serienpackung III: 3 x Stärke 24, 3 x Stärke 36, 4x Stärke 60",V03AX,"LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich","LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich",Nicht verfügbar,Wechsel des Zulassungsinhabers,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-25,,2026-08-25,2026-09-23T20:51:08.329297,
AT,Austria,BASG,Isorel P (Pini) - Injektionslösung,VISCI ALBI HERBA (AUSZUG),,Injektionslösung,10 Stück,10 x 1 ml Stärke 1,V03AX,"LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich","LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich",Nicht verfügbar,Wechsel des Zulassungsinhabers,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-25,,2026-08-25,2026-09-23T20:51:08.329306,
AT,Austria,BASG,Isorel P (Pini) - Injektionslösung,VISCI ALBI HERBA (AUSZUG),,Injektionslösung,50 Stück,50 x 1 ml Stärke 60,V03AX,"LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich","LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich",Nicht verfügbar,Wechsel des Zulassungsinhabers,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-25,,2026-08-25,2026-09-23T20:51:08.329315,
AT,Austria,BASG,Isorel P (Pini) - Injektionslösung,VISCI ALBI HERBA (AUSZUG),,Injektionslösung,10 Stück,10 x 1 ml Stärke 24,V03AX,"LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich","LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich",Nicht verfügbar,Wechsel des Zulassungsinhabers,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-25,,2026-08-25,2026-09-23T20:51:08.329324,
