country_code,country_name,source,medicine_name,active_substance,strength,package_size,dosage_form,registration_number,atc_code,company_name,manufacturer,disruption_type,status,reason,shortage_start,estimated_end,mitigation_prh,mitigation_npra,alternatives,scraped_at,prk
MY,Malaysia,NPRA,Champix 0.5mg Film- Coated Tablets,Varenicline Tartrate,0.5mg,,Film- Coated Tablet,MAL20081740AZ,,PFIZER(MALAYSIA) SDN. BHD.,Pfizer Italia S.r.l.,Discontinuation,Current,Voluntary withdrawal,2026-06-09,,,"No registered alternative product is available for this productâs single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. 

NPRA notes: The registration of this product has been terminated. Notification will published one (1) year from the supply impact start date (08 Jun 2027).",,2026-07-10T10:59:44.206347,
MY,Malaysia,NPRA,Genvoya (Elvitegravir 150mg/Cobicistat 150mg/Emtricitabine 200mg/Tenofovir alafenamide10mg) Film-Coated Tablets,"Emtricitabine, Elvitegravir, Tenofovir alafenamide fumarate, Cobicistat on silicon dioxide","150mg, 150mg,  200mg, 10mg",,Tablet,MAL17025022ACZ,J05AR18,Gilead Sciences Malaysia Sdn Bhd,PATHEON INC,Discontinuation,Current,Voluntary withdrawal,2026-06-09,,Product was never marketed,"No registered alternative product is available for this productâs active ingredients. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement.  

16 Jun 2026 Note: 
Notification will published one (1) year from the supply impact start date (08 Jun 2027).",,2026-07-10T10:59:44.206409,129372
MY,Malaysia,NPRA,CATAFLAM 1.5% DROPS,Diclofenac sodium,15MG,,Drops,MAL19990992ACRZ,M01AB05,Novartis Corporation (Malaysia) Sdn. Bhd.,"Delpharm Huningue S.A.S., 26, rue de la Chapelle 68330, FRANCE",Discontinuation,Current,Voluntary withdrawal,2026-06-09,,"Alternative medicines are available proposed by PRH: 
VOLTAREN TABLET 50MG (MAL19861068ARZ)
VOLTAREN SUPPOSITORY 12.5MG (MAL19861075ACRZ)
VOLTAREN SUPPOSITORY 25MG (MAL19861076ACRZ)
VOLTAREN SUPPOSITORY 50MG (MAL19870250ACRZ)
VOLTAREN SR 75MG FILM COATED TABLET (MAL19930374ARZ)
VOLTAREN SR 100 TABLET (MAL19861070ARZ)","Registered alternative products are available 

NPRA notes:
The registration of this product has been terminated.",Diclofenac Suppository Alternatives,2026-07-10T10:59:44.206473,
MY,Malaysia,NPRA,DYNA TERBUTALINE SYRUP,TERBUTALINE SULPHATE,1.5MG/5ML,,Liquid-Syrup,MAL19910178AZ,R03CC03,DYNAPHARM (M) SDN. BHD.,DYNAPHARM (M) SDN. BHD.,Shortage,Current,Revision of product formulation & KIV variation submission,2026-05-01,2027-05-31,Registered alternative products from other companies are available.,"Pending 

7 July 2026 Note: 
KIV variation submission for the revised formulation.",,2026-07-10T10:59:44.206541,
MY,Malaysia,NPRA,HOLOXAN INJECTION 1GM (30ML VIAL),IFOSFAMIDE,1g,,Parenteral,MAL19890647AZ,L01AA06,BAXTER HEALTHCARE (MALAYSIA) SDN. BHD.,"Baxter Oncology GmbH 
(Germany)",Shortage,Current,"1) Product manufacturing related; 
2) Regulatory related 
3) Manufacturing plant related",2026-01-01,,"Partial release, supply based on monthly usage",No registered alternative product is available for this productâs active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement.,,2026-07-10T10:59:44.206604,14818
MY,Malaysia,NPRA,ENDOXAN INJ 1GM (50ML VIAL),CYCLOPHOSPHAMIDE,1g,,Parenteral,MAL19890356AZ,L01AA01,BAXTER HEALTHCARE (MALAYSIA) SDN. BHD.,"Baxter Oncology GmbH 
(Germany)",Shortage,Current,"1) Manufacturing plant related 
2) Regulatory related ",2026-01-01,,NPRA notes: KIV of response,No registered alternative product is available for this productâs active ingredients. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement.,,2026-07-10T10:59:44.206667,5053
MY,Malaysia,NPRA,Singulair 4mg Oral Granules,Montelukast Sodium,4mg,,Oral Granules,MAL14075049ACRZ,R03DC03,ORGANON MALAYSIA SDN. BHD.,Patheon Manufacturing Services LLC. ,Discontinuation,Anticipated,Business decision,2026-06-30,,,Registered alternative products are available,Montelukast Alternatives 251219,2026-07-10T10:59:44.206728,90182
MY,Malaysia,NPRA,AXCEL CHLOROQUINE TABLET,CHLOROQUINE PHOSPHATE,250mg,,Tablet,MAL19972909AZ,P01BA01,KOTRA PHARMA (M) SDN. BHD.,KOTRA PHARMA (M) SDN. BHD.,Discontinuation,Anticipated,Reduced demand,2027-10-01,,"No mitigation actions were undertaken, as there has been no demand from both the private and government markets.",Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-07-10T10:59:44.206792,85782
MY,Malaysia,NPRA,SUBOXONE FILM 2MG/0.5 MG,"1) Naloxone Hydrochloride 

2) Buprenorphine Hydrochloride  ","1) 2 mg (as hydrochloride) 

2) 0.5 mg (as hydrochloride dihydrate)",,Sublingual Buccal / Oromucosal,MAL13075057ACRZ,N07BC51,Zuellig Pharma Sdn. Bhd.,"Aquestive Therapeutics Inc., 6560 Melton Road, Portage, Indiana, United States.",Discontinuation,Anticipated,Business Decision / voluntary market withdrawal,2026-08-01,,"Switch patients from Suboxone Film to a locally available product, start at the same dose and monitor closely for withdrawal or underdosing, adjusting as necessary.",Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-07-10T10:59:44.206854,82155
MY,Malaysia,NPRA,SUBOXONE FILM 8MG/2MG,"1) Naloxone Hydrochloride 

2) Buprenorphine Hydrochloride  ","1) 8 mg (as hydrochloride) 

2) 2 mg (as hydrochloride dihydrate) 
",,Sublingual Buccal / Oromucosal,MAL13075058ACRZ,N07BC51,Zuellig Pharma Sdn. Bhd.,"Aquestive Therapeutics Inc., 6560 Melton Road, Portage, Indiana, United States.",Discontinuation,Anticipated,Business Decision / voluntary market withdrawal,2026-08-01,,"Switch patients from Suboxone Film to a locally available product, start at the same dose and monitor closely for withdrawal or underdosing, adjusting as necessary.",Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-07-10T10:59:44.206916,82163
MY,Malaysia,NPRA,SUBOXONE 2MG SUBLINGUAL TABLETS,"1) Naloxone Hydrochloride 

2) Buprenorphine Hydrochloride  ","1) 2 mg (as hydrochloride) 

2) 0.5 mg (as hydrochloride dihydrate)",,Sublingual Buccal / Oromucosal,MAL20061581ACRZ,N07BC51,Zuellig Pharma Sdn. Bhd.,"Reckitt Benckiser Healthcare (UK) Limited, Dansom Lane, United Kingdom.",Discontinuation,Anticipated,Business Decision / voluntary market withdrawal,2028-04-01,,Switch to locally available equivalent product,Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-07-10T10:59:44.206979,82155
MY,Malaysia,NPRA,SUBOXONE 8MG SUBLINGUAL TABLETS,"1) Naloxone Hydrochloride 

2) Buprenorphine Hydrochloride  ","1) 8 mg (as hydrochloride) 

2) 2 mg (as hydrochloride dihydrate)",,Sublingual Buccal / Oromucosal,MAL20061582ACRZ,N07BC51,Zuellig Pharma Sdn. Bhd.,"Reckitt Benckiser Healthcare (UK) Limited, Dansom Lane, United Kingdom.",Discontinuation,Anticipated,Business Decision / voluntary market withdrawal,2028-04-01,,Switch to locally available equivalent product,Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-07-10T10:59:44.207041,82163
MY,Malaysia,NPRA,Suboxone Film 2mg/0.5mg,"1) Naloxone Hydrochloride 

2) Buprenorphine Hydrochloride  ","1) 2 mg (as hydrochloride) 

2) 0.5 mg (as hydrochloride dihydrate)",,Sublingual Buccal / Oromucosal,MAL23026005ACRSZ,N07BC51,Zuellig Pharma Sdn. Bhd.,"Aquestive Therapeutics Inc., 6465 Ameriplex Drive, United States.",Discontinuation,Anticipated,Business Decision / voluntary market withdrawal,2026-08-01,,"Switch patients from Suboxone Film to a locally available product, start at the same dose and monitor closely for withdrawal or underdosing, adjusting as necessary.",Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-07-10T10:59:44.207105,82155
MY,Malaysia,NPRA,Suboxone Film 8mg/2mg,"1) Naloxone Hydrochloride 

2) Buprenorphine Hydrochloride  ","1) 8 mg (as hydrochloride) 

2) 2 mg (as hydrochloride dihydrate)",,Sublingual Buccal / Oromucosal,MAL23026006ACRSZ,N07BC51,Zuellig Pharma Sdn. Bhd.,"Aquestive Therapeutics Inc., 6465 Ameriplex Drive, United States.",Discontinuation,Anticipated,Business Decision / voluntary market withdrawal,2026-08-01,,"Switch patients from Suboxone Film to a locally available product, start at the same dose and monitor closely for withdrawal or underdosing, adjusting as necessary.",Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-07-10T10:59:44.207207,82163
MY,Malaysia,NPRA,Kaletra Oral Solution,Lopinavir/Ritonavir,80 mg/20 mg per mL,,Oral solution,MAL20020996AZ,J05AR10,AbbVie Sdn Bhd,AbbVie Inc,Discontinuation,Anticipated,Business decision,2026-12-31,,PRH has not proposed any mitigation plan.,Registered alternative products are available,Lopinavir + Ritonavir shortage 2nd ver. 260309.pdf,2026-07-10T10:59:44.207273,59439
MY,Malaysia,NPRA,Norvir Tablet 100mg,Ritonavir,100mg ,,Tablet,MAL13015040ARZ,J05AE03,AbbVie Sdn Bhd,Abbvie Deutschland GmbH & Co.KG,Discontinuation,Anticipated,Business decision,2026-12-31,,"Alternative medicine proposed by PRH: 

RITOVIR (Ritonavir Tablets 100 mg) (MAL17085058AZ)",Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-07-10T10:59:44.207345,94064
MY,Malaysia,NPRA,Kaletra 100mg/25mg Film-Coated Tablet,Lopinavir/Ritonavir,100mg/25mg,,Tablet,MAL10063000AZ,J05AR10,AbbVie Sdn Bhd,Abbvie Deutschland GmbH & Co.KG,Discontinuation,Anticipated,Business decision,2026-12-31,,"Alternative medicine proposed by PRH: 

HIVUS - LR 100/25 [Lopinavir 100mg and Ritonavir 25mg Film Coated Tablets USP] (MAL23076008AZ)",Registered alternative products are available,Lopinavir + Ritonavir shortage 2nd ver. 260309.pdf,2026-07-10T10:59:44.207413,86142
MY,Malaysia,NPRA,ZYMAXID (gatifloxacin ophthalmic solution) 0.5%,Gatifloxacin ,0.5%w/v,,Eye drops,MAL15045158ARZ,S01AE06,AbbVie Sdn Bhd,"Allergan Sales, LLC WACO, TEXAS 76712, U.S.A, Waco, UNITED STATES",Discontinuation,Anticipated,Business decision,2026-12-31,,PRH has not proposed any mitigation plan.,Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-07-10T10:59:44.207476,
MY,Malaysia,NPRA,Acular Ophthalmic Solution 0.5% ,Ketorolac tromethamine,5.0MG/ML,,Eye drops,MAL20013345ARZ,S01BC05,AbbVie Sdn Bhd,"ALLERGAN PHARMACEUTICALS IRELAND CASTLEBAR ROAD WESTPORT, COUNTY MAYO, IRELAND",Discontinuation,Anticipated,Business decision,2026-12-31,,PRH has not proposed any mitigation plan.,Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-07-10T10:59:44.207539,221333
MY,Malaysia,NPRA,TOPAMAX TABLET 25MG,TOPIRAMATE,25MG,,Tablet,MAL20013558ARZ,N03AX11,JOHNSON & JOHNSON SDN. BHD.,"CILAG AG HOCHSTRASSE 201/209 SCHAFFHAUSEN,SWITZERLAND",Shortage,Anticipated,Temporary manufacturing pause due to facility engineering and environmental control upgrades; not related to product quality or safety.,2026-06-15,,Close monitoring on current manufacturing site readiness.,Registered alternative products are available,Topiramate Alternatives,2026-07-10T10:59:44.207602,45756
MY,Malaysia,NPRA,TOPAMAX TABLET 50MG,TOPIRAMATE,50MG,,Tablet,MAL20013560ARZ,N03AX11,JOHNSON & JOHNSON SDN. BHD.,"CILAG AG HOCHSTRASSE 201/209 SCHAFFHAUSEN,SWITZERLAND",Shortage,Anticipated,Temporary manufacturing pause due to facility engineering and environmental control upgrades; not related to product quality or safety.,2026-11-15,,Close monitoring on current manufacturing site readiness.,Registered alternative products are available,Topiramate Alternatives,2026-07-10T10:59:44.207665,43982
MY,Malaysia,NPRA,TOPAMAX TABLET 100MG,TOPIRAMATE,100MG,,Tablet,MAL20013561ARZ,N03AX11,JOHNSON & JOHNSON SDN. BHD.,"CILAG AG HOCHSTRASSE 201/209 SCHAFFHAUSEN,SWITZERLAND",Shortage,Anticipated,Temporary manufacturing pause due to facility engineering and environmental control upgrades; not related to product quality or safety.,2027-03-05,,Close monitoring on current manufacturing site readiness.,Registered alternative products are available,Topiramate Alternatives,2026-07-10T10:59:44.207731,45764
MY,Malaysia,NPRA,MOTILIUM ORAL SUSPENSION 1MG/ML,Domperidone,1mg/1mL,,Oral Suspension,MAL19872253AZ,A03FA03,Johnson & Johnson Sdn Bhd,JANSSEN PHARMACEUTICA N.V.,Discontinuation,Anticipated,Commercialâs decision,2026-11-01,,,Registered alternative products are available,Domperidone Alternatives,2026-07-10T10:59:44.207798,6289
MY,Malaysia,NPRA,NifehexalÂ® 20 Retard,NIFEDIPINE,20mg,,TABLET Sustained release tablet ,MAL06100569ACZ,C08CA05,IMEKS PHARMA SDN. BHD,ROTTENDORF PHARMA GMBH,Discontinuation,Anticipated,Reduced demand,2026-10-21,,,Registered alternative products are available,Nifedipine Alternatives,2026-07-10T10:59:44.207861,43087
MY,Malaysia,NPRA,SIRTURO 100MG TABLETS,Bedaquiline Fumarate,100mg base,,Tablet,MAL20076070ACZ,J04AK05,Johnson & Johnson Sdn Bhd,Recipharm Pharmaservices Private Limited,Discontinuation,Anticipated,Commercialâs decision,2027-01-31,,,"No registered alternative product is available for this productâs single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. 

NPRA notes: Notification will published one (1) year from the supply impact start date (30 Jan 2028).",,2026-07-10T10:59:44.207926,115371
MY,Malaysia,NPRA,RIBOMUSTIN 100MG/VIAL POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION,Bendamustine Hydrochloride,100mg,,Powder,MAL15045157ACRZ,L01AA09,Johnson & Johnson Sdn Bhd,Oncotec Pharma Produktion GmbH,Discontinuation,Anticipated,Commercial's decision,2027-07-31,,,Registered alternative products are available,Bendamustine Alternatives,2026-07-10T10:59:44.207988,98469
MY,Malaysia,NPRA,RIBOMUSTIN 25MG/VIAL POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION,Bendamustine Hydrochloride,25mg,,Powder,MAL15045159ACRZ,L01AA09,Johnson & Johnson Sdn Bhd,Oncotec Pharma Produktion GmbH,Discontinuation,Anticipated,Commercialâs decision,2027-07-31,,,Registered alternative products are available,Bendamustine Alternatives,2026-07-10T10:59:44.208050,98450
MY,Malaysia,NPRA,NIZORAL CREAM,Ketoconazole,2%w/w,,Topical Cream,MAL19921254AZ,D01AC08,Johnson & Johnson Sdn Bhd,JANSSEN PHARMACEUTICA N.V.,Discontinuation,Anticipated,Commercialâs decision,2027-02-28,,,Registered alternative products are available,Ketoconazole Alternatives,2026-07-10T10:59:44.208120,23264
MY,Malaysia,NPRA,Imbruvica 140mg Capsules,Ibrutinib,140mg,,Capsule,MAL16025029ACRZ,L01EL01,Johnson & Johnson Sdn Bhd,"Catalent CTS, LLC",Discontinuation,Anticipated,Commercial's decision,2027-04-30,,,Registered alternative products are available,Ibrutinib Alternatives,2026-07-10T10:59:44.208183,120960
MY,Malaysia,NPRA,Imbruvica 140mg Capsules,Ibrutinib,140mg,,Capsule,MAL19056121ASZ,L01EL01,Johnson & Johnson Sdn Bhd,Cilag AG,Discontinuation,Anticipated,Commercial's decision,2027-04-30,,,Registered alternative products are available,Ibrutinib Alternatives,2026-07-10T10:59:44.208245,120960
MY,Malaysia,NPRA,EPREX PREFILLED SYRINGE 2000IU/0.5ML,Epoetin Alfa,2000IU/0.5ML,,Parenteral Solution for intravenous or subcutaneous injection in prefilled syringe,MAL19962530AZ,B03XA01,Johnson & Johnson Sdn Bhd,CILAG AG,Discontinuation,Anticipated,Commercialâs decision,2027-02-28,,,Registered alternative products are available,Epoetin Alfa Alternatives,2026-07-10T10:59:44.208315,
MY,Malaysia,NPRA,EPREX PREFILLED SYRINGE 4000IU/0.4ML,Epoetin Alfa,4000IU/0.4ML,,Parenteral Solution for intravenous or subcutaneous injection in prefilled syringe,MAL19962532AZ,B03XA01,Johnson & Johnson Sdn Bhd,CILAG AG,Discontinuation,Anticipated,Commercialâs decision,2027-02-28,,,Registered alternative products are available,Epoetin Alfa Alternatives,2026-07-10T10:59:44.208387,
MY,Malaysia,NPRA,EPREX PREFILLED SYRINGE 10000IU/ML,Epoetin Alfa,10000IU/ML,,Parenteral Solution for intravenous or subcutaneous injection in prefilled syringe,MAL19962533AZ,B03XA01,Johnson & Johnson Sdn Bhd,CILAG AG,Discontinuation,Anticipated,Commercialâs decision,2027-02-28,,,Registered alternative products are available,Epoetin Alfa Alternatives,2026-07-10T10:59:44.208449,
MY,Malaysia,NPRA,EPREX PREFILLED SYRINGE 40000IU/ML,Epoetin Alfa,40000IU/1ML,,Parenteral Solution for intravenous or subcutaneous injection in prefilled syringe,MAL20034248AZ,B03XA01,Johnson & Johnson Sdn Bhd,CILAG AG,Discontinuation,Anticipated,Commercialâs decision,2027-02-28,,,Registered alternative products are available,Epoetin Alfa Alternatives,2026-07-10T10:59:44.208513,
MY,Malaysia,NPRA,REMINYL Prolonged Release Capsules 8mg,GALANTAMINE HYDROBROMIDE,8mg,,Prolonged Release capsules,MAL20091915AZ,N06DA04,Johnson & Johnson Sdn Bhd,JANSSEN CILAG SPA,Discontinuation,Anticipated,Commercialâs decision,2027-03-31,,,"No registered alternative product is available for this productâs single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. 

NPRA notes: Notification will published one (1) year from the supply impact start date (30 Mac 2028).",,2026-07-10T10:59:44.208577,76767
MY,Malaysia,NPRA,REMINYL Prolonged Release capsules 16mg,GALANTAMINE HYDROBROMIDE,16mg,,Prolonged Release capsules,MAL20091916AZ,N06DA04,Johnson & Johnson Sdn Bhd,JANSSEN CILAG SPA,Discontinuation,Anticipated,Commercialâs decision,2027-03-31,,,"No registered alternative product is available for this productâs single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. 

NPRA notes: Notification will published one (1) year from the supply impact start date (30 Mac 2028).",,2026-07-10T10:59:44.208641,76775
MY,Malaysia,NPRA,REMINYL Prolonged Release Capsules 24mg,GALANTAMINE HYDROBROMIDE,24mg,,Prolonged Release capsules,MAL20091917AZ,N06DA04,Johnson & Johnson Sdn Bhd,JANSSEN CILAG SPA,Discontinuation,Anticipated,Commercialâs decision,2027-03-31,,,"No registered alternative product is available for this productâs single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. 

NPRA notes: Notification will published one (1) year from the supply impact start date (30 Mac 2028).",,2026-07-10T10:59:44.208705,76783
MY,Malaysia,NPRA,BETALOC TABLET 50MG,"METOPROLOL TARTRATE 
",50mg,,Tablet,MAL19988458AZ,C07AB02,ASTRAZENECA SDN. BHD. ,AstraZeneca Pharmaceutical Co. Ltd.,Discontinuation,Anticipated,Commercial reasons,2026-09-30,,PRH has not proposed any mitigation plan.,Pending,,2026-07-10T10:59:44.208770,3158
MY,Malaysia,NPRA,GUADEX LINCTUS,"1) Guaiphenesin 
2) Dextromethorphan Hydrobromide","1) 100mg/5ml 
2) 15mg/5ml",,Liquid,MAL19913398AZ,R05FB02,HOE PHARMACEUTICALS SDN. BHD.,HOE PHARMACEUTICALS SDN. BHD.,Discontinuation,Anticipated,Business decision - SKU rationalization  ,2026-12-22,,PRH has not proposed any mitigation plan.,No registered alternative product is available for this productâs active ingredient combination. Doctors and pharmacists are advised to ensure patients receive suitable alternative treatment based on their clinical judgement.,,2026-07-10T10:59:44.208832,
MY,Malaysia,NPRA,Osmivir Capsule 75mg,Oseltamivir Phosphate,75mg,,Capsule,MAL06100581AZ,J05AH02,Royce Pharma Manufacturing Sdn. Bhd.,Royce Pharma Manufacturing Sdn. Bhd.,Shortage,Resolved,Demand increases drastically,2025-10-15,,Increase the production of Osmivir Capsule 75mg and ensure the buffer stock available.,"Registered alternative products are available 

06 March 2026 update:
The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 5 June 2026.",,2026-07-10T10:59:44.208914,67482
MY,Malaysia,NPRA,Ursosan 250 mg Hard Capsules,URSODEOXYCHOLIC ACID,250MG,,Hard Capsule,MAL20116011ARZ,A05AA02,PE PHARMA SDN. BHD.,"PRO.MED.CS Praha a.s., Czech Republic",Shortage,Resolved,Increased Demand,2025-11-23,,"i. Shipment Arrangement 

ii. Forecast for Subsequent Shipments (Earlier)","Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement 

18 March 2026 update:
The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 17 June 2026.",,2026-07-10T10:59:44.208997,15830
MY,Malaysia,NPRA,Iroprone 500mg Film Coated Tablets,Deferiprone,500mg,,Film Coated Tablets,MAL24106027AZ,V03AC02,Novugen Pharma Sdn. Bhd,Novugen Pharma Sdn. Bhd,Shortage,Resolved,Increased Demand,2026-02-24,2026-05-29,"1. Scaling up manufacturing output from April 2026 to meet increased demand.

2. Continuously monitoring consumption trends and adjusting production plans accordingly.","Registered alternative products are available 

18 May 2026 update:
The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 17 Ogos 2026.",,2026-07-10T10:59:44.209066,78425
MY,Malaysia,NPRA,GANATON TABLET 50MG,Itopride Hydrochloride,50mg,,TABLET,MAL20051433ACZ,A03FA07,Abbott Laboratories (M) Sdn Bhd,"Katsuyama Pharmaceuticals K.K., Katsuyama Plant, Japan 
",Shortage,Resolved,API Shortage,2026-02-01,2026-10-31,"Application to Product & Cosmetic Regulatory Coordination Section, NPRA is in progress","Registered alternative products are available 

22 May 2026 update:
The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 21 Ogos 2026.",,2026-07-10T10:59:44.209134,
MY,Malaysia,NPRA,FENOLIP CAPSULE 300MG,FENOFIBRATE,300MG,,CAPSULE,MAL19992757AZ,C10AB05,PAHANG PHARMACY SDN. BHD.,Noripharma Sdn. Bhd.,Discontinuation,Resolved,"Low in demand for 300mg, and the holder has an alternative 200mg strength 
",2023-03-31,,"The product registration status is maintained, and local marketing may be resumed if there is future demand.","No medicine shortage is anticipated. 

10 March 2026 update: 
As the discontinuation report was submitted on 12 Januari 2026, this notification will remain published until 30 June 2026.",,2026-07-10T10:59:44.209201,219304
MY,Malaysia,NPRA,Panadol Cold+Flu-ND Caplet,"1. Paracetamol 

2. Phenylephrine HCL","1. 500mg 

2. 5mg",,TABLET,MAL09062126ACRZ,N02BE51,Haleon Malaysia Sdn Bhd,Aspen Pharma Pty Ltd,Discontinuation,Resolved,Reduced demand,2024-12-31,,"The product registration status is maintained, and local marketing may be resumed if there is future demand.","No medicine shortage is anticipated. 

10 March 2026 Notes: 
As the discontinuation report was submitted on 10 March 2026, this notification will remain published until 31 December 2026.",,2026-07-10T10:59:44.209263,
MY,Malaysia,NPRA,Panadol C Tablet ,"1. Paracetamol

2. Pseudoephedrine hydrochloride","1. 500mg 

2. 30mg",,Tablet,MAL19950231AZ,,Haleon Malaysia Sdn Bhd,Sterling Drug (Malaya) Sdn. Bhd.,Discontinuation,Resolved,Reduced demand,2018-12-31,,"The product registration status is maintained, and local marketing may be resumed if there is future demand.","No medicine shortage is anticipated. 

10 March 2026 Notes: 
As the discontinuation report was submitted on 10 March 2026, this notification will remain published until 31 December 2026.",,2026-07-10T10:59:44.209326,
MY,Malaysia,NPRA,10/07/2026 16:59:44,,,,,,,Data published as of,,,,,,,,,,2026-07-10T10:59:44.209375,
