country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,shortage_start,estimated_end,expected_period,status,reason,detail_url,published_date,scraped_at,atc_code,prk
DK,Denmark,LMST,"Combiflure 1,25+3 mg/ml øjendråber, opløsning","Fluorescein, oxybuprocain (fluoresceinnatrium, oxybuprocainhydrochlorid) ATC-kode: S01JA51 Forventet periode: Midt september - midt oktober 2026 Årsag: Produktionsproblemer Virksomhed: Santen Oy Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-09-23,2026-10-15,Midt september - midt oktober 2026,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/combiflure-forsyningsvanskelighed/,2026-09-23T08:53:00Z,2026-09-23T20:54:00.191982,S01JA51,221139
DK,Denmark,LMST,"Fixaprost 50 mikrogram/ml+5 mg/ml øjendråber, opløsning, enkeltdosisbeholder","Latanoprost, timolol ATC-kode: S01ED51 Forventet periode: Midt september 2026 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: 2care4 ApS Yderligere informationer: Mindre leveringer kan løbende forekomme Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-09-22,,Midt september 2026 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/fixaprost-forsyningsvanskelighed/,2026-09-22T11:57:00Z,2026-09-23T20:54:00.191994,S01ED51,212156
DK,Denmark,LMST,"Sylvant 100 mg pulver til koncentrat til infusionsvæske, opløsning",Siltuximab ATC-kode: L04AC11 Forventet periode: Slut oktober - midt november 2026 Årsag: Leveringsvanskeligheder Virksomhed: Recordati AB Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-22,2026-11-15,Slut oktober - midt november 2026,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/sylvant-forsyningsvanskelighed/,2026-09-22T11:44:00Z,2026-09-23T20:54:00.192000,L04AC11,117099
DK,Denmark,LMST,"Fixopost 50 mikrogram/ml+5 mg/ml øjendråber, opløsning, enkeltdosisbeholder (Epione Medicine ApS)","Latanoprost, timolol ATC-kode: S01ED51 Forventet periode: Midt september 2026 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: Epione Medicine ApS Yderligere informationer: Del-levering i slut september",,,,2026-09-22,,Midt september 2026 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/fixopost-epione-medicine-aps-forsyningsvanskelighed/,2026-09-22T11:36:00Z,2026-09-23T20:54:00.192002,S01ED51,212156
DK,Denmark,LMST,"Fixopost 50 mikrogram/ml+5 mg/ml øjendråber, opløsning, enkeltdosisbeholder (Thea Nordic AB)","Latanoprost, timolol ATC-kode: S01ED51 Forventet periode: Slut september - start november 2026 Årsag: Produktionsproblemer Virksomhed: Thea Nordic AB Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-09-22,2026-11-05,Slut september - start november 2026,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/fixopost-thea-nordic-ab-forsyningsvanskelighed/,2026-09-22T11:28:00Z,2026-09-23T20:54:00.192006,S01ED51,212156
DK,Denmark,LMST,"Voltaren 1 mg/ml øjendråber, opløsning ",Diclofenac (diclofenacnatrium) ATC-kode: S01BC03 Forventet periode: Start marts 2026 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: 2care4 ApS Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-22,,Start marts 2026 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/voltaren-1-mgml-oejendraaber-forsyningsvanskelighed/,2026-09-22T08:01:00Z,2026-09-23T20:54:00.192008,S01BC03,
DK,Denmark,LMST,OxyNorm Dispersa 5 mg smeltetabletter,Oxycodon (oxycodonhydrochlorid) ATC-kode: N02AA05 Forventet periode: Slut september - start oktober 2026 Årsag: Øget salg/efterspørgsel Virksomhed: Mundipharma A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-21,2026-10-05,Slut september - start oktober 2026,shortage,Øget salg/efterspørgsel ,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/oxynorm-dispersa-5-mg-smeltetabletter-forsyningsvanskelighed/,2026-09-21T14:37:00Z,2026-09-23T20:54:00.192011,N02AA05,94374
DK,Denmark,LMST,Avipro IBD V217 lyofilisat til anvendelse i drikkevand,"Infektiøs bursal disease virus, stamme V217 (levende) ATC-kode: QI01AD09 Forventet periode: Midt september - slut oktober 2026 Årsag: Øget salg/efterspørgsel Virksomhed: Elanco Denmark ApS Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-09-21,2026-10-25,Midt september - slut oktober 2026,shortage,Øget salg/efterspørgsel,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/avipro-ibd-v217-forsyningsvanskelighed/,2026-09-21T08:53:00Z,2026-09-23T20:54:00.192014,QI01AD09,
DK,Denmark,LMST,NexoBrid 5 g pulver og gel til gel,"Bromelainer (proteolytiske enzymer, fra Ananas comosus, oprenset i bromelain) ATC-kode: D03BA03 Forventet periode: Start september 2026 - slut juni 2027 Årsag: Øget salg/efterspørgsel Virksomhed: MediWound Germany GmbH Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-09-21,2027-06-25,Start september 2026 - slut juni 2027,shortage,Øget salg/efterspørgsel,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/nexobrid-forsyningsvanskelighed/,2026-09-21T08:39:00Z,2026-09-23T20:54:00.192016,D03BA03,218758
DK,Denmark,LMST,"Loratadin ""Teva"" 10 mg tabletter",Loratadin ATC-kode: R06AX13 Forventet periode: Start september - start november 2026 Årsag: Øget salg/efterspørgsel Virksomhed: Teva Denmark A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-18,2026-11-05,Start september - start november 2026,shortage,Øget salg/efterspørgsel,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/loratadin-teva-forsyningsvanskelighed/,2026-09-18T13:00:00Z,2026-09-23T20:54:00.192019,R06AX13,27367
DK,Denmark,LMST,Mildin 10 mg tabletter ,Loratadin ATC-kode: R06AX13 Forventet periode: Midt september 2026 - start januar 2027 Årsag: Kommercielle årsager Virksomhed: Orifarm Generics A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-18,2027-01-05,Midt september 2026 - start januar 2027 ,shortage,Kommercielle årsager,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/mildin-forsyningsvanskelighed/,2026-09-18T12:51:00Z,2026-09-23T20:54:00.192022,R06AX13,
DK,Denmark,LMST,Nizoral 1% shampoo,Ketoconazol ATC-kode: D01AC08 Forventet periode: Start juli 2026 - start marts 2027 Årsag: Produktionsproblemer Virksomhed: STADA Nordic ApS Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-17,2027-03-05,Start juli 2026 - start marts 2027,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/nizoral-1-shampoo-forsyningsvanskelighed/,2026-09-17T13:21:00Z,2026-09-23T20:54:00.192024,D01AC08,
DK,Denmark,LMST,"Purevax RCP lyofilisat og solvens til injektionsvæske, suspension, 50 x 1 dosis (0,5 ml)","Felin panleukopeni virus, stamme PLI IV (levende, svækket), Felin rhinotracheitis herpesvirus, stamme FHV F2 (svækket), Feline calicivirose antigener, stamme FCV 431 og G1 (inaktiveret) ATC-kode: QI06AH09 Forventet periode: Midt september - slut november 2026 Årsag: Produktionsproblemer Virksomhed: Boehringer Ingelheim Animal Health Nordics A/S Spørgsmål om aktuel status skal stilles til virksomheden Gå til Lægemiddelstyrelsens Meddelelser om forsyning af medicin Lægemiddelstyrelsen Axel Heides Gade 1 2300 København S Email: dkma@dkma",,,,2026-09-17,2026-11-25,Midt september - slut november 2026,shortage,Produktionsproblemer,"https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/purevax-rcp,-50-x-1-dosis-0,5-ml-forsyningsvanskelighed/",2026-09-17T09:26:00Z,2026-09-23T20:54:00.192027,QI06AH09,
DK,Denmark,LMST,"Purevax RC lyofilisat og solvens til injektionsvæske, suspension","Felin rhinotracheitis herpesvirus stamme FHV F2 (svækket), feline calicivirose antigener stamme FCV 431 og G1 (inaktiveret) ATC-kode: QI06AH08 Forventet periode: Midt september - slut september 2026 Årsag: Produktionsproblemer Virksomhed: Boehringer Ingelheim Animal Health Nordics A/S Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-09-17,2026-09-25,Midt september - slut september 2026,shortage,Produktionsproblemer,"https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/purevax-rc-lyofilisat-og-solvens-til-injektionsvaeske,-suspension-forsyningsvanskelighed/",2026-09-17T09:17:00Z,2026-09-23T20:54:00.192030,QI06AH08,
DK,Denmark,LMST,Pinex comp 500+30 mg filmovertrukne tabletter,"Codein, paracetamol (codeinphosphathemihydrat, paracetamol) ATC-kode: N02AJ06 Forventet periode: Start november - start december 2026 Årsag: Produktionsproblemer Virksomhed: Teva Denmark A/S Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-09-17,2026-12-05,Start november - start december 2026,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/pinex-comp-forsyningsvanskelighed/,2026-09-17T09:13:00Z,2026-09-23T20:54:00.192032,N02AJ06,
DK,Denmark,LMST,Tegretol 20 mg/ml oral suspension,Carbamazepin ATC-kode: N03AF01 Forventet periode: Midt oktober - slut oktober 2026 Årsag: Produktionsproblemer Virksomhed: Novartis Healthcare A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-16,2026-10-25,Midt oktober - slut oktober 2026,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/tegretol-20-mgml-forsyningsvanskelighed/,2026-09-16T08:39:00Z,2026-09-23T20:54:00.192035,N03AF01,515
DK,Denmark,LMST,"STELFONTA 1 mg/ml injektionsvæske, opløsning",Tigilanoltiglat ATC-kode: QL01XX91 Forventet periode: Oktober 2026 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: Virbac Danmark A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-14,,Oktober 2026 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/stelfonta-forsyningsvanskelighed/,2026-09-14T08:32:00Z,2026-09-23T20:54:00.192036,QL01XX91,
DK,Denmark,LMST,"Anatera 100 mg/ml injektionsvæske, opløsning",Fluorescein (Fluoresceinnatrium) ATC-kode: S01JA01 Forventet periode: Slut august - midt september 2026 Årsag: Kvalitetsproblemer Virksomhed: Alcon Nordic A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-11,2026-09-15,Slut august - midt september 2026,shortage,Kvalitetsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/anatera-forsyningsvanskelighed/,2026-09-11T13:11:00Z,2026-09-23T20:54:00.192038,S01JA01,26263
DK,Denmark,LMST,"Tylan Vet. 1 g/g pulver, vandopløseligt",Tylosin (tylosintartrat) ATC-kode: QJ01FA90 Forventet periode: Start september 2026 - slut april 2027 Årsag: Øget salg/efterspørgsel Virksomhed: Elanco Denmark ApS Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-11,2027-04-25,Start september 2026 - slut april 2027,shortage,Øget salg/efterspørgsel,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/tylan-vet-1-gg-forsyningsvanskelighed/,2026-09-11T10:39:00Z,2026-09-23T20:54:00.192041,QJ01FA90,
DK,Denmark,LMST,Spedra 200 mg tabletter,Avanafil ATC-kode: G04BE10 Forventet periode: Slut august 2026 - januar 2027 Årsag: Leveringsvanskeligheder Virksomhed: Phoenix Labs Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-10,2027-01-25,Slut august 2026 - januar 2027,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/spedra-200-mg-forsyningsvanskelighed/,2026-09-10T09:18:00Z,2026-09-23T20:54:00.192043,G04BE10,115169
DK,Denmark,LMST,Spedra 100 mg tabletter,Avanafil ATC-kode: G04BE10 Forventet periode: Start juli 2026 - januar 2027 Årsag: Leveringsvanskeligheder Virksomhed: Phoenix Labs Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-10,2027-01-25,Start juli 2026 - januar 2027,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/spedra-100-mg-forsyningsvanskelighed/,2026-09-10T09:17:00Z,2026-09-23T20:54:00.192045,G04BE10,115150
DK,Denmark,LMST,Spedra 50 mg tabletter,Avanafil ATC-kode: G04BE10 Forventet periode: Slut august 2026 - januar 2027 Årsag: Leveringsvanskeligheder Virksomhed: Phoenix Labs Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-10,2027-01-25,Slut august 2026 - januar 2027,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/spedra-50-mg-forsyningsvanskelighed/,2026-09-10T09:15:00Z,2026-09-23T20:54:00.192047,G04BE10,115142
DK,Denmark,LMST,"Purevax FeLV injektionsvæske, suspension","Felin leukæmivirus A, canarypox virus vCP97 ATC-kode: QI06AD07 Forventet periode: Slut august - midt september 2026 Årsag: Produktionsproblemer Virksomhed: Boehringer Ingelheim Animal Health Nordics A/S Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-09-08,2026-09-15,Slut august - midt september 2026,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/purevax-felv-forsyningsvanskelighed/,2026-09-08T14:28:00Z,2026-09-23T20:54:00.192050,QI06AD07,
DK,Denmark,LMST,"Frivelle 1,5 mg tabletter",Levonorgestrel ATC-kode: G03AD01 Forventet periode: Start september - start oktober 2026 Årsag: Øget salg/efterspørgsel Virksomhed: Orifarm Generics A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-08,2026-10-05,Start september - start oktober 2026,shortage,Øget salg/efterspørgsel,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/frivelle-forsyningsvanskelighed/,2026-09-08T10:17:00Z,2026-09-23T20:54:00.192052,G03AD01,78921
DK,Denmark,LMST,"Refixia 3000 IE pulver og solvens til injektionsvæske, opløsning",Nonacog betapegol ATC-kode: B02BD04 Forventet periode: Fra start juli 2026 - ukendt Årsag: Produktionsproblemer Virksomhed: Novo Nordisk A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-04,,Fra start juli 2026 - ukendt,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/refixia-3000-ie-forsyningsvanskelighed/,2026-09-04T14:22:00Z,2026-09-23T20:54:00.192053,B02BD04,
DK,Denmark,LMST,"Ryzodeg 100 Flextouch 100 E/ml injektionsvæske, opløsning i fyldt pen","Insulin aspart, insulin degludec ATC-kode: A10AD06 Forventet periode: Slut november 2025 - start november 2026 Årsag: Kommercielle årsager Virksomhed: Novo Nordisk A/S Yderligere information: Der er ikke permanent markedsophør alligevel Spørgsmål om aktuel status skal stilles til virksomheden",,,,2026-09-04,2026-11-05,Slut november 2025 - start november 2026,shortage,Kommercielle årsager,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2025/ryzodeg-100-flextouch-forsyningsvanskelighed/,2026-09-04T12:24:00Z,2026-09-23T20:54:00.192056,A10AD06,135518
DK,Denmark,LMST,Pinex 1000 mg suppositorier,"Paracetamol ATC-kode: N02BE01 Forventet periode: Start maj - start oktober 2026 Årsag: Leveringsvanskeligheder Virksomhed: Teva Denmark A/S Yderligere information: Udenlandske pakninger kan ordineres og udleveres efter lægemiddellovens § 29, stk",,,,2026-09-04,2026-10-05,Start maj - start oktober 2026,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/pinex-1000-mg-forsyningsvanskelighed/,2026-09-04T09:57:00Z,2026-09-23T20:54:00.192058,N02BE01,18996
DK,Denmark,LMST,Pinex 500 mg suppositorier,"Paracetamol ATC-kode: N02BE01 Forventet periode: Start august - start oktober 2026 Årsag: Leveringsvanskeligheder Virksomhed: Teva Denmark A/S Yderligere information: Udenlandske pakninger kan ordineres og udleveres efter lægemiddellovens § 29, stk",,,,2026-09-04,2026-10-05,Start august - start oktober 2026,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/pinex-500-mg-suppositorier-forsyningsvanskelighed/,2026-09-04T09:50:00Z,2026-09-23T20:54:00.192061,N02BE01,19720
DK,Denmark,LMST,"Denagard Vet. 200 mg/ml injektionsvæske, opløsning",Tiamulin ATC-kode: QJ01XQ01 Forventet periode: Start september - midt oktober 2026 Årsag: Øget salg/efterspørgsel Virksomhed: Elanco Denmark ApS Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-02,2026-10-15,Start september - midt oktober 2026,shortage,Øget salg/efterspørgsel,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/denagard-vet-200-mgml-forsyningsvanskelighed/,2026-09-02T14:18:00Z,2026-09-23T20:54:00.192063,QJ01XQ01,
DK,Denmark,LMST,"Pneumovax injektionsvæske, opløsning i fyldt injektionssprøjte (MSD Danmark ApS)","Pneumokok polysaccharid serotype 1, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 2, 20, 22F, 23F, 3, 33F, 4, 5, 7F, 8, 9N og 9V ATC-kode: J07AL01 Forventet periode: Fra slut august 2026 Årsag: Kommercielle årsager Virksomhed: MSD Danmark ApS Yderligere information: Permanent markedsophør",,,,2026-09-02,,Fra slut august 2026,shortage,Kommercielle årsager,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/pneumovax-msd-danmark-aps-forsyningsvanskelighed/,2026-09-02T14:04:00Z,2026-09-23T20:54:00.192064,J07AL01,
DK,Denmark,LMST,Salazopyrin Entabs 500 mg enterotabletter,Sulfasalazin ATC-kode: A07EC01 Forventet periode: Slut oktober - start november 2026 Årsag: Øget salg/efterspørgsel Virksomhed: Pfizer ApS Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-01,2026-11-05,Slut oktober - start november 2026,shortage,Øget salg/efterspørgsel,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/salazopyrin-entabs-forsyningsvanskelighed/,2026-09-01T13:56:00Z,2026-09-23T20:54:00.192067,A07EC01,7137
DK,Denmark,LMST,Dalacin 10 mg/ml kutanemulsion (Pfizer),Clindamycin (clindamycinphosphat) ATC-kode: D10AF01 Forventet periode: Slut april - slut september 2026 Årsag: Øget salg/efterspørgsel Virksomhed: Pfizer ApS Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-09-01,2026-09-25,Slut april - slut september 2026,shortage,Øget salg/efterspørgsel,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/dalacin-10-mgml-kutanemulsion-pfizer-forsyningsvanskelighed/,2026-09-01T10:04:00Z,2026-09-23T20:54:00.192070,D10AF01,19666
DK,Denmark,LMST,"Adenocor 3 mg/ml injektionsvæske, opløsning",Adenosin ATC-kode: C01EB10 Forventet periode: Fra slut oktober 2025 Årsag: Produktionsproblemer Virksomhed: Sanofi A/S Yderligere information: Permanent markedsophør Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-08-31,,Fra slut oktober 2025,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2025/adenocor-forsyningsvanskelighed/,2026-08-31T11:16:00Z,2026-09-23T20:54:00.192071,C01EB10,39292
DK,Denmark,LMST,"Verquvo 2,5 mg filmovertrukne tabletter",Vericiguat ATC-kode: C01DX22 Forventet periode: Slut september 2026 - midt januar 2027 Årsag: Kommercielle årsager Virksomhed: Bayer A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-08-29,2027-01-15,Slut september 2026 - midt januar 2027,shortage,Kommercielle årsager,"https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/verquvo-2,5-mg-forsyningsvanskelighed/",2026-08-29T15:24:00Z,2026-09-23T20:54:00.192073,C01DX22,223476
DK,Denmark,LMST,"Ogivri 150 mg pulver til koncentrat til infusionsvæske, opløsning",Trastuzumab ATC-kode: L01FD01 Forventet periode: Slut juni - slut september 2026 Årsag: Leveringsvanskeligheder Virksomhed: Biocon Biologics Finland OY Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-08-28,2026-09-25,Slut juni - slut september 2026,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/ogivri-150-mg-forsyningsvanskelighed/,2026-08-28T11:17:00Z,2026-09-23T20:54:00.192075,L01FD01,57991
DK,Denmark,LMST,"Fluorescein Paranova 100 mg/ml injektionsvæske, opløsning",Fluorescein (Fluoresceinnatrium) ATC-kode: S01JA01 Forventet periode: Start august 2026 - ukendt Årsag: Leveringsvanskeligheder Virksomhed: Paranova Danmark A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-08-26,,Start august 2026 - ukendt,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/fluorescein-paranova-forsyningsvanskelighed/,2026-08-26T13:55:00Z,2026-09-23T20:54:00.192077,S01JA01,26263
DK,Denmark,LMST,"Certican 0,25 mg tabletter",Evorolimus ATC-kode: L04AH02 Forventet periode: Slut august - midt oktober 2026 Årsag: Øget salg/efterspørgsel Virksomhed: Novartis Healthcare A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-08-26,2026-10-15,Slut august - midt oktober 2026,shortage,Øget salg/efterspørgsel,"https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/certican-0,25-mg-tabletter-forsyningsvanskelighed/",2026-08-26T09:33:00Z,2026-09-23T20:54:00.192080,L04AH02,75086
DK,Denmark,LMST,"Tizanidin ""Paranova"" 2 mg tabletter",Tizanidin (tizanidinhydrochlorid) ATC-kode: M03BX02 Forventet periode: Start september 2025 -  slut januar 2026 Årsag: Leveringsvanskeligheder Virksomhed: Paranova Danmark A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-08-26,2026-09-25,Slut februar - slut september 2026,shortage,Leveringsvanskeligheder,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/human-2026/tizanidin-paranova-2-mg-forsyningsvanskelighed/,2026-08-26T08:00:00Z,2026-09-23T20:54:00.192082,M03BX02,22993
DK,Denmark,LMST,"Midaquin Vet. 5 mg/ml injektionsvæske, opløsning",Midazolam ATC-kode: QN05CD08 Forventet periode: Midt februar 2026 - ukendt Årsag: Produktionsproblemer Virksomhed: Dechra Veterinary Products A/S Yderligere information: Det er muligt at søge om udleveringstilladelse Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-08-26,,Midt februar 2026 - ukendt,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/midaquin-vet-forsyningsvanskeligheder/,2026-08-26T06:54:00Z,2026-09-23T20:54:00.192083,QN05CD08,
DK,Denmark,LMST,Equibactin Vet. 333 mg/g+67 mg /g oral pasta,Sulfadiazin + trimethoprim ATC-kode: QJ01EW10 Forventet periode: Slut marts 2026 - ukendt Årsag: Produktionsproblemer Virksomhed: Dechra Veterinary Products A/S Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-08-26,,Slut marts 2026 - ukendt,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2026/equibactin-vet-forsyningsvanskelighed/,2026-08-26T06:47:00Z,2026-09-23T20:54:00.192084,QJ01EW10,
DK,Denmark,LMST,"Genta-Equine 100 mg/ml injektionsvæske, opløsning",Gentamicin (gentamicinsulfat) ATC-kode: QJ01GB03 Forventet periode: Start juni 2025 – ukendt Årsag: Produktionsproblemer Virksomhed: Dechra Veterinary Products A/S Yderligere information: Det er muligt at søge om udleveringstilladelse Spørgsmål om aktuel status skal stilles til virksomheden,,,,2026-08-25,,Start juni 2025 – ukendt,shortage,Produktionsproblemer,https://laegemiddelstyrelsen.dk/da/godkendelse/kontrol-og-inspektion/mangel-paa-medicin/meddelelser-om-forsyning-af-medicin/veterinaer-2025/genta-equine-forsyningsvanskelighed/,2026-08-25T13:49:00Z,2026-09-23T20:54:00.192087,QJ01GB03,
