country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,shortage_start,estimated_end,status,reason,notes,scraped_at,atc_code,prk
IT,Italy,AIFA,ACIDO TRANEXAMICO BIOINDUSTRIA L.I.M.,ACIDO TRANEXAMICO,"""500 MG/5 ML SOLUZIONE INIETTABILE PER USO ENDOVENOSO E PER USO ORALE"" 5 FIALE DA 5 ML",,35748019,2025-03-10,2026-09-30,shortage,Problemi produttivi: distribuzione contingentata,"Si rilascia autorizzazione allimportazione alle strutture sanitarie per analogo autorizzato allestero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso",2026-09-21T13:18:35.062594,B02AA02,1562
IT,Italy,AIFA,ACIDO VALPROICO E SODIO VALPROATO RATIOPHARM,ACIDO VALPROICO + SODIO VALPROATO,"""500 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER AL/AL",,37839115,2026-08-10,2026-10-31,shortage,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,2026-09-21T13:18:35.062624,,
IT,Italy,AIFA,ACIDO VALPROICO E SODIO VALPROATO RATIOPHARM,ACIDO VALPROICO + SODIO VALPROATO,"""300 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE IN BLISTER AL/AL",,37839026,2026-09-21,2026-12-15,shortage,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,2026-09-21T13:18:35.062654,,
IT,Italy,AIFA,ACLASTA,ACIDO ZOLEDRONICO MONOIDRATO,5 MG SOLUZIONE PER INFUSIONE FLACONE 100 ML /5 MG 1 FLACONE,,37105018,2026-07-31,,shortage - end date unknown,Problemi produttivi,"Si rilascia autorizzazione allimportazione alle strutture sanitarie per analogo autorizzato allestero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso",2026-09-21T13:18:35.062679,M05BX07,
IT,Italy,AIFA,ACQUA PER PREPARAZIONI INIETTABILI B. BRAUN,ACQUA PER PREPARAZIONI INIETTABILI,""" SOLVENTE PER USO PARENTERALE "" 10 FLACONCINI 500 ML",,30898124,2024-03-08,2026-12-31,shortage,Elevata richiesta: forniture discontinue,"Si rilascia autorizzazione allimportazione alle strutture sanitarie per analogo autorizzato allestero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso",2026-09-21T13:18:35.062710,,
IT,Italy,AIFA,ACQUA PER PREPARAZIONI INIETTABILI FKI,ACQUA PER PREPARAZIONI INIETTABILI,""" SOLVENTE PER USO PARENTERALE "" 20 FLACONI  IN POLIETILENE DA 500 ML",,31917685,2026-03-17,,shortage - end date unknown,Problemi produttivi: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,2026-09-21T13:18:35.062734,,
IT,Italy,AIFA,ACQUA PER PREPARAZIONI INIETTABILI FKI,ACQUA PER PREPARAZIONI INIETTABILI,""" SOLVENTE PER USO PARENTERALE "" 20 FLACONI  IN POLIETILENE DA 250 ML",,31917659,2026-04-01,,shortage - end date unknown,Problemi produttivi: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,2026-09-21T13:18:35.062757,,
IT,Italy,AIFA,ACQUA PER PREPARAZIONI INIETTABILI GALENICA SENESE,ACQUA PER PREPARAZIONI INIETTABILI,"""SOLVENTE PER USO PARENTERALE"" 1 FIALA DA 10 ML",,29824051,2026-03-25,,shortage - end date unknown,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,2026-09-21T13:18:35.062780,,
IT,Italy,AIFA,ACQUA PER PREPARAZIONI INIETTABILI GALENICA SENESE,ACQUA PER PREPARAZIONI INIETTABILI,"""SOLVENTE PER USO PARENTERALE"" 1 FIALA DA 5 ML",,29824048,2026-03-25,,shortage - end date unknown,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,2026-09-21T13:18:35.062803,,
IT,Italy,AIFA,ACQUA PER PREPARAZIONI INIETTABILI MONICO,ACQUA PER PREPARAZIONI INIETTABILI,SACCA 3000 ML,,30779159,2024-08-01,2026-12-31,shortage,Problemi produttivi: forniture discontinue,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,2026-09-21T13:18:35.062833,,
IT,Italy,AIFA,ACQUA PER PREPARAZIONI INIETTABILI MONICO,ACQUA PER PREPARAZIONI INIETTABILI,FLACONE 500 ML,,30779122,2026-03-23,2026-05-04,resolved,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,2026-09-21T13:18:35.062863,,
