country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,product_no,shortage_start,estimated_end,status,reason,notes,scraped_at
ES,Spain,AEMPS,"MISYO 10 MG/ML CONCENTRADO PARA SOLUCION ORAL , Frasco de 1000 ml",,,,,606382,2024-04-30,2026-08-01,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"TERIFLUNOMIDA TEVA 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",,,,,763290,2024-04-23,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"ALBUMINA HUMANA CSL BEHRING 200 G/L SOLUCION PARA PERFUSION , 1 vial de 50 ml",,,,B05AA01,703586,2024-04-15,2026-06-30,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"FINGOLIMOD ACCORD 0,5 mg CAPSULAS DURAS EFG, 28 cápsulas",,,,L04AE01,731004,2024-04-01,2026-06-30,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"PARICALCITOL ACCORD 5 MICROGRAMOS/ML SOLUCION INYECTABLE EFG, 5 viales de 1 ml",,,,H05BX02,710601,2024-02-27,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"KREON 25.000 U cápsulas duras gastrorresistentes, 50 cápsulas",,,,,672974,2024-02-14,2027-06-16,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas. Hay unidades extranjeras disponibles a través del Servicio de medicamentos en situaciones especiales para aquellos pacientes que no lo encuentren en las oficinas de farmacia,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"PARACETAMOL CIPLA 1 G COMPRIMIDOS EFERVESCENTES EFG, 40 comprimidos (4-ply laminado - PPFP (papel cristal/PE/Al/PE)",,,,N02BE01,708590,2024-02-09,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"LEVOFLOXACINO DERMOGEN 250 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 14 comprimidos",,,,,710971,2024-02-06,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"KREON 10.000 U CAPSULAS DURAS GASTRORRESISTENTES , 100 cápsulas",,,,,656824,2024-02-02,2027-06-16,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas. Hay unidades extranjeras disponibles a través del Servicio de medicamentos en situaciones especiales para aquellos pacientes que no lo encuentren en las oficinas de farmacia,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"BORTEZOMIB ACCORD 2,5 MG/ML SOLUCION INYECTABLE, 1 vial de 1 ml",,,,L01XG01,731456,2024-02-01,2026-08-30,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"NEXOBRID 2 g polvo y gel para gel, 1 vial de 2g de polvo + 1 frasco de 20 g de gel diluyente",,,,,702984,2024-02-01,,shortage,Problemas de calidad,"Desabastecimiento temporal. Si desea solicitarse como medicamento extranjero (https://www.aemps.gob.es/medicamentos-de-uso-humano/acceso-a-medicamentos-en-situaciones-especiales/), deben contactar con medicamentosespeciales@aemps.es",2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"FARINGESIC 5 mg/5 mg COMPRIMIDOS PARA CHUPAR SABOR LIMON, 20 comprimidos",,,,,658741,2024-01-31,2026-05-15,shortage,Cese de comercialización temporal,Existe/n otro/s medicamento/s con los mismos principios activos y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"ARTEOPTIC 20 mg/ml  UNIDOSIS COLIRIO DE LIBERACION PROLONGADA EN ENVASE UNIDOSIS, 30 envases unidosis 0,2 ml",,,,,664928,2024-01-25,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"KETAZOLAM ADAMED 30 mg CAPSULAS DURAS , 20 cápsulas",,,,,959775,2024-01-19,2026-05-25,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"FLUTOX 10 mg, COMPRIMIDOS RECUBIERTOS , 20 comprimidos",,,,,793752,2024-01-11,2026-04-30,shortage,11,Existen tratamientos alternativos no sujetos a prescripción.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"TAMIFLU 30 mg CAPSULAS DURAS, 10 cápsulas",,,,,659889,2024-01-08,2026-04-30,shortage,10,La AEMPS ha autorizado unidades por comercialización excepcional. Disponibles unidades etiquetadas en un idioma diferente al castellano para distribución solo a hospitales. Disponibles unidades en castellano para distribución a entidades de distribución.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"TAMIFLU 45 mg CAPSULAS DURAS, 10 cápsulas",,,,,659890,2024-01-08,2026-04-30,shortage,10,La AEMPS ha autorizado unidades por comercialización excepcional. Disponibles unidades etiquetadas en un idioma diferente al castellano para distribución solo a hospitales. Disponibles unidades en castellano para distribución a entidades de distribución.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"MICETAL 10 mg/g GEL , 1 frasco de 100 ml conteniendo 100 g",,,,,682724,2024-01-01,2026-03-31,shortage,Otros problemas de suministro,El médico prescriptor deberá determinar la posibilidad de utilizar otros tratamientos comercializados.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"VIBRAVENOSA 100 MG SOLUCION INYECTABLE Y PARA PERFUSIÓN  , 1 ampolla de 5 ml",,,,,846246,2023-11-30,,shortage,"Problemas de suministro (sin alternativa, medicamento extranjero)",Se puede solicitar como medicamento extranjero.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"FUCITHALMIC 10 mg/g  GEL OFTALMICO , 1 tubo de 5 g",,,,,700569,2023-11-23,2026-03-31,shortage,Otros problemas de suministro,El médico prescriptor deberá determinar la posibilidad de utilizar otros tratamientos comercializados.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"ONDANSETRÓN SERRACLINICS 2 MG/ML SOLUCIÓN INYECTABLE EFG, 50 ampollas de 2 ml",,,,A04AA01,602421,2023-11-22,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"AGUA PARA PREPARACIONES  INYECTABLES GRIFOLS DISOLVENTE PARA USO PARENTERAL , 10 frascos de 500 ml",,,,,647016,2023-11-16,,shortage,"Problemas de suministro (sin alternativa, medicamento extranjero)",Se puede solicitar como medicamento extranjero.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"AGUA PARA PREPARACIONES  INYECTABLES GRIFOLS DISOLVENTE PARA USO PARENTERAL , 20 frascos de 250 ml",,,,,647008,2023-11-16,,shortage,"Problemas de suministro (sin alternativa, medicamento extranjero)",Se puede solicitar como medicamento extranjero.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"KREON 10.000 U CAPSULAS DURAS GASTRORRESISTENTES , 250 cápsulas",,,,,656825,2023-11-15,2027-06-16,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas. Hay unidades extranjeras disponibles a través del Servicio de medicamentos en situaciones especiales para aquellos pacientes que no lo encuentren en las oficinas de farmacia,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,METILFENIDATO TECNIGEN 54 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG 30 comprimidos,,,,,698733,2023-11-03,,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas. Las unidades disponibles están reservadas para pacientes con intolerancia a la lactosa. El laboratorio está haciendo distribución directa a oficinas de farmacia para estos casos.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"FIASP 100 UNIDADES/ML FLEXTOUCH SOLUCION INYECTABLE EN PLUMA PRECARGADA, 5 plumas precargadas de 3 ml",,,,,715550,2023-10-20,2026-03-31,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,ATAMAX 10 MG CAPSULAS DURAS EFG 7 cápsulas,,,,,718811,2023-10-11,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración. Se encuentran disponible unidades de Atomoxetina 10 mg 28 cápsulas,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"RASILEZ 300 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 28 comprimidos",,,,,665874,2023-10-05,,shortage,"Problemas de suministro (sin alternativa, medicamento extranjero)",Se puede solicitar como medicamento extranjero.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"ACIDO ALENDRONICO/COLECALCIFEROL SEMANAL BLUEFISH 70 MG/5.600 UI COMPRIMIDOS EFG, 4 comprimidos",,,,A11CC05,720023,2023-10-04,2026-06-30,shortage,Cese de comercialización temporal,Existe/n otro/s medicamento/s con los mismos principios activos y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"ACIDO ALENDRONICO/COLECALCIFEROL SEMANAL BLUEFISH  70 MG/2.800 UI COMPRIMIDOS EFG, 4 comprimidos",,,,A11CC05,720019,2023-10-03,2026-06-30,shortage,Cese de comercialización temporal,Existe/n otro/s medicamento/s con los mismos principios activos y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"IOMERON 300 MG IODO/ML SOLUCIÓN INYECTABLE  , 1 frasco de 100 ml",,,,,682773,2023-10-02,2026-12-31,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"KREON 35.000 U CAPSULAS DURAS GASTRORRESISTENTES, 100 cápsulas",,,,,724969,2023-10-02,2027-06-16,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas. Hay unidades extranjeras disponibles a través del Servicio de medicamentos en situaciones especiales para aquellos pacientes que no lo encuentren en las oficinas de farmacia,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"PARICALCITOL ACCORD 2 MICROGRAMOS/ML SOLUCION INYECTABLE EFG, 5 viales de 1 ml",,,,H05BX02,710600,2023-09-29,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"KREON 25.000 U cápsulas duras gastrorresistentes, 100 cápsulas",,,,,672971,2023-09-13,2027-06-16,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas. Hay unidades extranjeras disponibles a través del Servicio de medicamentos en situaciones especiales para aquellos pacientes que no lo encuentren en las oficinas de farmacia,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"SAXENDA 6 MG/ML SOLUCION INYECTABLE EN PLUMA PRECARGADA, 3 plumas precargadas de 3 ml",,,,,724999,2023-09-04,2026-06-30,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"SAXENDA 6 MG/ML SOLUCION INYECTABLE EN PLUMA PRECARGADA, 5 plumas precargadas de 3 ml",,,,,710663,2023-09-04,2026-06-30,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"TEMELOR 4 MG/ML SOLUCIÓN INYECTABLE EFG, 10 ampollas",,,,,607601,2023-09-01,,shortage,Otros problemas de suministro,El médico prescriptor deberá determinar la posibilidad de utilizar otros tratamientos comercializados.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"XOROX 30 MG/G POMADA OFTALMICA, 1 tubo de 4.5 g",,,,,727853,2023-08-25,,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"ABIRATERONA TEVA 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 60 comprimidos",,,,L02BX03,757993,2023-08-24,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"GLUCOSAMINA KORHISPANA 1500 mg POLVO PARA SOLUCION ORAL EFG, 30 sobres",,,,,658649,2023-08-07,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"FLUOROURACILO ACCORD 50 mg/ml SOLUCION INYECTABLE O PARA PERFUSION EFG,  1 vial de 100 ml",,,,L01BC02,603544,2023-07-25,,shortage,"Problemas de suministro (sin alternativa, medicamento extranjero)",Se puede solicitar como medicamento extranjero.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"ONDANSETRÓN SERRACLINICS 2 MG/ML SOLUCIÓN INYECTABLE EFG, 50 ampollas de 4 ml",,,,A04AA01,602422,2023-07-13,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"AGUA PARA PREPARACIONES  INYECTABLES GRIFOLS DISOLVENTE PARA USO PARENTERAL , 20 frascos de 100 ml",,,,,644906,2023-07-07,,shortage,"Problemas de suministro (sin alternativa, medicamento extranjero)",Se puede solicitar como medicamento extranjero.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"DOMPERIDONA PENSA 10 mg COMPRIMIDOS EFG , 30 comprimidos",,,,A03FA03,656289,2023-07-07,2026-06-30,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"IOMERON 300 MG IODO/ML SOLUCIÓN INYECTABLE  , 1 frasco de 500 ml",,,,,901181,2023-06-01,2026-12-31,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"IOMERON 350 MG IODO/ML SOLUCIÓN INYECTABLE  , 1 frasco de 100 ml",,,,,682765,2023-06-01,2026-12-31,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"IOMERON 350 MG IODO/ML SOLUCIÓN INYECTABLE  , 1 frasco de 500 ml",,,,,901173,2023-06-01,2026-12-31,shortage,9,El titular de autorización de comercialización está realizando una distribución controlada al existir unidades limitadas.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"ZINDACLIN 1% GEL, 1 tubo de 30 g",,,,,650809,2023-05-29,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"SUERO FISIOLOGICO SERRA PAMIES AMPOLLAS, 1 ampolla de 5 ml",,,,,826917,2023-05-26,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"MYRELEZ 120 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA EFG, 1 jeringa precargada de 0,5 ml",,,,,731535,2023-05-25,2026-06-30,shortage,Problemas de suministro (con alternativa),"Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración. Mientras se normalice el suministro de Myrelez, se puede sustituir directamente en la farmacia por SOMATULINA AUTOGEL 120 mg SOLUCION INYECTABLE EN JERINGA PRECARGADA, 1 jeringa precargada de 0,5 ml",2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"MYRELEZ 60 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA EFG, 1 jeringa precargada de 0,5 ml",,,,,731537,2023-05-25,2026-06-30,shortage,Problemas de suministro (con alternativa),"Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración. Está disponible SOMATULINA AUTOGEL 60 mg SOLUCION INYECTABLE EN JERINGA PRECARGADA, 1 jeringa precargada de 0,3 ml.",2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"MYRELEZ 90 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA EFG, 1 jeringa precargada de 0,5 ml",,,,,731536,2023-05-25,2026-06-30,shortage,Problemas de suministro (con alternativa),"Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración. Se puede sustituir directamente en la farmacia por SOMATULINA AUTOGEL 90 mg, SOLUCION INYECTABLE EN JERINGA PRECARGADA, 1 jeringa precargada de 0,3 ml",2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"ALBUREX 50 g/L SOLUCION PARA PERFUSION, 1 frasco de 250 ml",,,,,664782,2023-05-08,2026-06-30,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"ALBUREX 50 g/L SOLUCION PARA PERFUSION, 1 frasco de 500 ml",,,,,664783,2023-05-08,2026-06-30,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"FOSFATO DIPOTASICO 1M FRESENIUS KABI 174,2 MG/ML SOLUCION INYECTABLE 10 ampollas de 10 ml",,,,,726519,2023-04-19,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"OXITOCINA KABI 10 UI/ML SOLUCION INYECTABLE Y PARA PERFUSION EFG, 10 ampollas de 1 ml",,,,,607340,2023-04-14,,shortage,"Problemas de suministro (sin alternativa, medicamento extranjero)",Se puede solicitar como medicamento extranjero.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"BUSCOPRESC COMPOSITUM 2500 mg/20 mg SOLUCIÓN INYECTABLE, 3 ampollas de 5 ml",,,,,723106,2023-02-28,,shortage,Cese de comercialización temporal,Existe/n otro/s medicamento/s con los mismos principios activos y para la misma vía de administración.,2026-03-12T15:53:51.529153
ES,Spain,AEMPS,"ABELCET COMPLEJO LIPIDICO 5 mg/ml CONCENTRADO PARA DISPERSION PARA PERFUSION , 10 viales de 20 ml",,,,,681726,2023-01-02,,shortage,Problemas de suministro (con alternativa),Existe/n otro/s medicamento/s con el mismo principio activo y para la misma vía de administración.,2026-03-12T15:53:51.529153
