country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,product_no,shortage_start,estimated_end,status,notes,scraped_at
NO,Norway,DMP,"Diazedor vet. 5 mg/ml injeksjonsvæske, oppløsning, 1x10 ml hetteglass",diazepam,,,N05BA01,,2026-04-01,2026-06-30,upcoming,Saksbehandling ikke startet,2026-03-12T15:53:54.566029
NO,Norway,DMP,"Methenamine hippurate Orion 1 g tablett, 100 stk boks",metenaminhippurat,,,,,2026-03-11,2026-04-24,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.566029
NO,Norway,DMP,"Elvanse 20 mg kapsel, hard, 30 stk boks av plast",lisdeksamfetamindimesilat,,,,,2026-03-18,2026-05-08,upcoming,Saksbehandling ikke startet,2026-03-12T15:53:54.566029
NO,Norway,DMP,"Paliperidon Zentiva 50 mg depotinjeksjonsvæske, suspensjon i ferdigfylt sprøyte, 2 stk kanyle",paliperidonpalmitat,,,N05AX13,,2026-03-11,2026-06-20,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.566029
NO,Norway,DMP,"Paliperidon Zentiva 75 mg depotinjeksjonsvæske, suspensjon i ferdigfylt sprøyte, 2 stk kanyle",paliperidonpalmitat,,,N05AX13,,2026-03-11,2026-06-20,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Paliperidon Zentiva 100 mg depotinjeksjonsvæske, suspensjon i ferdigfylt sprøyte, 100 mg ferdigfylt sprøyte",paliperidonpalmitat,,,N05AX13,,2026-03-11,2026-06-20,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Paliperidon Zentiva 150 mg depotinjeksjonsvæske, suspensjon i ferdigfylt sprøyte, 150 mg ferdigfylt sprøyte",paliperidonpalmitat,,,N05AX13,,2026-03-11,2026-06-20,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Brinzolamide/Timolol Zentiva 10 mg/ml/5 mg/ml øyedråper, suspensjon, 1x5 ml flaske","brinzolamid, timololmaleat",,,S01ED51,,2026-03-11,2026-06-25,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Bupredine vet 0,3 mg/ml injeksjonsvæske, oppløsning, 10 ml hetteglass",buprenorfinhydroklorid,,,,,2026-03-10,2026-08-14,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Furosoral Vet 10 mg tablett, 50 stk blisterpakning",furosemid,,,C03CA01,,2026-03-10,2026-07-03,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Pevaryl Depot 150 mg vagitorie, 1 stk multiplastpakning, 10 mg/g krem, 15 g tube, kombinasjonspakning",ekonazol,,,,,2026-04-01,2026-05-15,upcoming,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Jivi 1 000 IE pulver og væske til injeksjonsvæske, oppløsning, 1 stk administrasjonssett",damoktokog alfa pegol,,,,,2026-03-13,2026-04-02,upcoming,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Norspan 20 mikrog/time depotplaster, 4x1 stk foliepose",buprenorfin,,,,,2026-04-20,2026-03-10,upcoming,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Noxafil 40 mg/ml mikstur, suspensjon, 105 ml flaske",posakonazol,,,,,2026-03-31,2026-12-01,upcoming,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Naproxen Viatris 250 mg tablett, 100 stk boks",naproksen,,,,,2026-04-15,2026-08-03,upcoming,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Alizin vet 30 mg/ml injeksjonsvæske, oppløsning, 10 ml hetteglass",aglepriston,,,,,2026-03-05,2026-04-15,shortage,Saksbehandling pågår,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Relvar Ellipta 92 mikrog/22 mikrog inhalasjonspulver, dosedispensert, 3x30 doser inhalator","flutikasonfuroat, vilanteroltrifenatat",,,R03AK10,,2026-03-05,2026-03-25,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Wellbutrin Retard 300 mg tablett med modifisert frisetting, 30 stk boks av plast",bupropionhydroklorid,,,N06AX12,,2026-03-09,2026-04-07,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Wellbutrin Retard 300 mg tablett med modifisert frisetting, 30 stk boks av plast",bupropionhydroklorid,,,N06AX12,,2026-05-25,2026-06-16,upcoming,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Engerix-B 20 mikrog/ml injeksjonsvæske, suspensjon, 10x1 ml ferdigfylt sprøyte av glass","hepatitt b-virus overflateantigen, rekombinant",,,,,2026-03-15,2026-05-27,upcoming,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Oxycodone Abboxia 1 mg/ml injeksjons-/infusjonsvæske, oppløsning, 10x10 ml ampulle",oksykodonhydroklorid,,,,,2026-03-04,2026-12-31,shortage,Saksbehandling pågår,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Ketanest 25 mg/ml injeksjons-/infusjonsvæske, oppløsning, 10x2 ml ampulle",esketaminhydroklorid,,,,,2026-06-01,2026-07-01,upcoming,Saksbehandling ikke startet,2026-03-12T15:53:54.567027
NO,Norway,DMP,"Midazolam B.Braun 5 mg/ml injeksjons-/infusjonsvæske, oppløsning, 10x1 ml ampulle av glass",midazolamhydroklorid,,,N05CD08,,2026-03-04,2026-04-08,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Prevymis 240 mg konsentrat til infusjonsvæske, oppløsning, 12 ml hetteglass",letermovir,,,J05AX18,,2026-03-03,2026-06-01,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Omjjara 150 mg tablett, filmdrasjert, 30 stk flaske",momelotinibdihydrokloridmonohydrat,,,,,2026-04-29,2026-05-15,upcoming,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.568030
NO,Norway,DMP,"Vetmedin vet 0,75 mg/ml injeksjonsvæske, oppløsning, 5 ml hetteglass",pimobendan,,,,,2026-02-18,2026-04-14,shortage,Saksbehandling pågår,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Metex 22,5 mg injeksjonsvæske, oppløsning i ferdigfylt penn, 6x0,45 ml ferdigfylt penn",metotreksatdinatrium,,,,,2026-03-20,2026-04-03,upcoming,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.568030
NO,Norway,DMP,"NovoEight 3 000 IE pulver og væske til injeksjonsvæske, oppløsning, 4 ml ferdigfylt sprøyte",turoktokog alfa,,,,,2026-02-27,2026-03-31,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Kalsiumfolinat LumaCina 10 mg/ml injeksjonsvæske, oppløsning, 10x10 ml ampulle av plast",kalsiumfolinat,,,,,2026-02-16,2026-03-13,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Capsina 0,075 % krem, 45 g tube",capsaicin,,,N01BX04,,2026-02-27,2026-12-31,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.568030
NO,Norway,DMP,"Nuvaring 0,12 mg/24 timer/0,015 mg/24 timer vaginalinnlegg, 3x1 stk foliepose","etinyløstradiol, etonogestrel",,,G03AC08,,2026-04-02,2026-05-08,upcoming,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Ultiva 1 mg pulver til injeksjons-/infusjonsvæske, oppløsning, 5x1 mg hetteglass",remifentanilhydroklorid,,,N01AH06,,2026-03-01,2026-12-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Levosert 20 mikrog/24 timer intrauterint innlegg, 1 stk eske",levonorgestrel,,,G02BA03,,2026-02-25,2026-12-31,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Remsima 40 mg/ml konsentrat til infusjonsvæske, oppløsning, 3x100 mg hetteglass",infliksimab,,,,,2026-02-26,2026-03-31,shortage,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.568030
NO,Norway,DMP,"Liraglutid Zentiva 6 mg/ml injeksjonsvæske, oppløsning i ferdigfylt penn, 3x3 ml ferdigfylt penn",liraglutid,,,,,2026-02-25,2026-04-28,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Eryseng  injeksjonsvæske, suspensjon, 25 doser flaske av plast","erysipelothrix rhusiopathiae, stamme r32e11, inaktivert",,,,,2026-02-24,2026-03-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Alkindi 5 mg granulat i kapsel som åpnes, 50 stk flaske",hydrokortison,,,,,2026-03-01,2026-03-10,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Riluzol Actavis 50 mg tablett, filmdrasjert, 56 stk blisterpakning",riluzol,,,N07XX02,,2026-05-15,2026-07-01,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Targiniq 5 mg/2,5 mg depottablett, 28 stk blisterpakning","naloksonhydrokloriddihydrat, oksykodonhydroklorid",,,,,2026-04-10,2026-06-15,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Evra 203 mikrog/24 timer/33,9 mikrog/24 timer depotplaster, 9x1 stk foliepose","etinyløstradiol, norelgestromin",,,,,2026-03-31,2026-05-15,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.568030
NO,Norway,DMP,"Zoledronsyre Fresenius Kabi 4 mg/5 ml konsentrat til infusjonsvæske, oppløsning, 4x5 ml hetteglass","zoledronsyre, zoledronsyremonohydrat",,,,,2026-02-23,2026-04-24,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Profender 60 mg/15 mg påflekkingsvæske, oppløsning, 40x0,7 ml pipette","emodepsid, prazikvantel",,,,,2026-02-20,2026-03-31,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Amoxicillin Viatris 750 mg tablett, filmdrasjert, 20 stk blisterpakning",amoksicillintrihydrat,,,,,2026-02-23,2026-04-24,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Reconcile 16 mg tyggetablett, 30 stk flaske",fluoksetinhydroklorid,,,,,2026-02-20,2026-03-27,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Reconcile 32 mg tyggetablett, 30 stk flaske",fluoksetinhydroklorid,,,,,2026-02-20,2026-03-27,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Requip Depot 2 mg depottablett, 84 stk blisterpakning",ropinirolhydroklorid,,,N04BC04,,2026-03-30,2026-04-29,upcoming,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Malarone/Malarone Junior 250 mg/100 mg tablett, filmdrasjert, 12 stk blisterpakning","atovakvon, proguanilhydroklorid",,,P01BB51,,2026-03-02,2026-03-20,shortage,Saksbehandling pågår,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Seroxat 20 mg tablett, filmdrasjert, 100 stk blisterpakning",paroksetinhydrokloridhemihydrat,,,,,2026-03-04,2026-03-19,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Boostrix Polio  injeksjonsvæske, suspensjon i ferdigfylt sprøyte, 10x0,5 ml ferdigfylt sprøyte av glass","clostridium tetani, toksoid, difteritoksoid, filamentøst hemagglutinin, pertaktin, pertussistoksoid, poliovirus type 1, inaktivert, poliovirus type 2, inaktivert, poliovirus type 3, inaktivert",,,M09AB02,,2026-04-19,2026-05-19,upcoming,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Glimepirid Teva 1 mg tablett, 90 stk blisterpakning",glimepirid,,,A10BB12,,2026-03-06,2026-03-26,shortage,Saksbehandling pågår,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Modifenac 75 mg kapsel med modifisert frisetting, hard, 20 stk blisterpakning",diklofenaknatrium,,,,,2026-03-06,2026-05-13,shortage,Saksbehandling pågår,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Sumatriptan Teva 50 mg tablett, filmdrasjert, 12 stk blisterpakning",sumatriptansuksinat,,,N02CC01,,2026-02-09,2026-04-30,shortage,Saksbehandling pågår,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Sumatriptan Teva 50 mg tablett, filmdrasjert, 6 stk blisterpakning",sumatriptansuksinat,,,N02CC01,,2026-02-09,2026-04-30,shortage,Saksbehandling pågår,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Crestor 20 mg tablett, filmdrasjert, 98 stk blisterpakning",rosuvastatinkalsium,,,C10AA07,,2026-02-19,2026-03-09,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Sumatriptan Advanz Pharma 12 mg/ml injeksjonsvæske, oppløsning i ferdigfylt penn, 2x0,5 ml ferdigfylt penn",sumatriptansuksinat,,,N02CC01,,2026-02-20,2026-03-15,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Sumatriptan Advanz Pharma 12 mg/ml injeksjonsvæske, oppløsning i ferdigfylt penn, 6x0,5 ml ferdigfylt penn",sumatriptansuksinat,,,N02CC01,,2026-02-20,2026-03-15,shortage,"Tilgjengelig legemiddel innen samme byttegruppe / Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.569032
NO,Norway,DMP,"Abboticin 250 mg tablett, drasjert, 30 stk boks",erytromycinstearat,,,,,2026-03-01,2026-12-31,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Movicol  pulver til mikstur, oppløsning i dosepose, 10 stk dosepose","kaliumklorid, makrogol 3350, natriumhydrogenkarbonat, natriumklorid",,,,,2026-02-18,2026-03-31,shortage,Saksbehandling pågår,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Gastrografin 370 mg I/ml mikstur/rektalvæske, oppløsning, 10x100 ml flaske","megluminamidotrizoat, natriumamidotrizoat",,,,,2026-02-17,2026-10-01,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.569032
NO,Norway,DMP,"Nifenova 60 mg depottablett, 100 stk blisterpakning",nifedipin,,,C08CA05,,2026-05-01,2026-07-01,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.570030
NO,Norway,DMP,"Rimactan 300 mg kapsel, hard, 100 stk blisterpakning",rifampicin,,,J04AB02,,2026-02-19,2026-10-30,shortage,Saksbehandling pågår,2026-03-12T15:53:54.570030
NO,Norway,DMP,"Rimactan 150 mg kapsel, hard, 100 stk blisterpakning",rifampicin,,,J04AB02,,2026-05-04,2026-10-30,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.570030
NO,Norway,DMP,"Mepiblock Vet 20 mg/ml injeksjonsvæske, oppløsning, 6x10 ml hetteglass",mepivakainhydroklorid,,,,,2026-02-17,2026-05-29,shortage,Saksbehandling pågår,2026-03-12T15:53:54.570030
NO,Norway,DMP,"Estradot 37,5 mikrog/24 timer depotplaster, 24x1 stk foliepose",østradiolhemihydrat,,,,,2026-02-24,2026-04-15,shortage,Saksbehandling pågår,2026-03-12T15:53:54.570030
NO,Norway,DMP,"Furosemid 500 mg tablett, 100 stk boks",furosemid,,,C03CA01,,2026-02-12,2026-03-23,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.570030
NO,Norway,DMP,"Dexfarm 5 mg tablett, 30 stk blisterpakning",deksamfetaminsulfat,,,,,2026-04-12,2026-06-30,upcoming,Saksbehandling ikke startet,2026-03-12T15:53:54.570030
NO,Norway,DMP,"Dexfarm 5 mg tablett, 100 stk blisterpakning",deksamfetaminsulfat,,,,,2026-04-23,2026-06-30,upcoming,Saksbehandling ikke startet,2026-03-12T15:53:54.570030
NO,Norway,DMP,"Atgam 50 mg/ml konsentrat til infusjonsvæske, oppløsning, 5x5 ml ampulle","immunglobulin anti-t-lymfocytt, animalsk, til human bruk",,,,,2026-02-23,2026-03-28,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.571028
NO,Norway,DMP,"Seloken 1 mg/ml injeksjonsvæske, oppløsning, 5x5 ml ampulle av glass",metoprololtartrat,,,C07AB02,,2026-02-26,2026-03-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.571028
NO,Norway,DMP,"Brinzolamide/Timolol Zentiva 10 mg/ml/5 mg/ml øyedråper, suspensjon, 3x5 ml flaske","brinzolamid, timololmaleat",,,S01ED51,,2026-03-11,2026-06-25,shortage,Saksbehandling pågår,2026-03-12T15:53:54.571028
NO,Norway,DMP,"Dexamethasone Zentiva  1 mg tablett, 20 stk blisterpakning",deksametason,,,,,2026-03-01,2026-06-15,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.571028
NO,Norway,DMP,"Dexamethasone Zentiva  1 mg tablett, 100 stk blisterpakning",deksametason,,,,,2026-03-01,2026-06-15,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.571028
NO,Norway,DMP,"Dexamethasone Zentiva  4 mg tablett, 20 stk blisterpakning",deksametason,,,,,2026-03-01,2026-04-25,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.571028
NO,Norway,DMP,"Dexamethasone Zentiva  4 mg tablett, 100 stk blisterpakning",deksametason,,,,,2026-03-01,2026-04-25,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.571028
NO,Norway,DMP,"Furix 10 mg/ml injeksjonsvæske, oppløsning, 5x25 ml ampulle",furosemid,,,C03CA01,,2026-03-13,2026-05-29,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.571028
NO,Norway,DMP,"Zenrelia  15 mg tablett, filmdrasjert, 90x1 stk endoseblisterpakning",ilunocitinib,,,,,2026-02-13,2026-04-10,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.571028
NO,Norway,DMP,"Zenrelia  8,5 mg tablett, filmdrasjert, 30x1 stk endoseblisterpakning",ilunocitinib,,,,,2026-02-13,2026-03-06,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.571028
NO,Norway,DMP,"Airomir Autohaler 0,1 mg/dose inhalasjonsaerosol, suspensjon, 200 doser inhalator",salbutamolsulfat,,,R03AC02,,2026-02-11,2026-04-30,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.572027
NO,Norway,DMP,"Balidax 30 mg kapsel, hard, 30 stk boks",lisdeksamfetamindimesilat,,,,,2026-02-11,2026-04-09,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.572027
NO,Norway,DMP,"Balidax 50 mg kapsel, hard, 30 stk boks",lisdeksamfetamindimesilat,,,,,2026-03-30,2026-04-14,upcoming,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.572027
NO,Norway,DMP,"Bevacomb 10 mg/160 mg tablett, filmdrasjert, 98 stk blisterpakning","amlodipinbesilat, valsartan",,,C09CA03,,2026-03-15,2026-04-24,upcoming,Saksbehandling ikke startet,2026-03-12T15:53:54.572027
NO,Norway,DMP,"Enalapril Comp ratiopharm 20 mg/12,5 mg tablett, 100x1 stk endoseblisterpakning","enalaprilmaleat, hydroklortiazid",,,C09AA02,,2026-02-20,2026-04-17,shortage,Saksbehandling pågår,2026-03-12T15:53:54.572027
NO,Norway,DMP,"Sumatriptan Teva 100 mg tablett, filmdrasjert, 6 stk blisterpakning",sumatriptansuksinat,,,N02CC01,,2026-02-20,2026-03-27,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.572027
NO,Norway,DMP,"Ebastin Orifarm 10 mg tablett, filmdrasjert, 100 stk blisterpakning",ebastin,,,R06AX22,,2026-02-13,2026-03-13,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.572027
NO,Norway,DMP,"Maxalt Rapitab 10 mg smeltetablett, 6x1 stk endoseblisterpakning",rizatriptanbenzoat,,,N02CC04,,2026-04-28,2026-07-24,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.572027
NO,Norway,DMP,"Salmosan Vet 500 mg/g pulver til behandlingssuspensjon til fisk, 2x100 g pose",azametifos,,,,,2026-02-12,2026-03-31,shortage,Saksbehandling pågår,2026-03-12T15:53:54.573024
NO,Norway,DMP,"Glucos Fresenius Kabi 500 mg/ml infusjonsvæske, oppløsning, 20x500 ml plastpose (freeflex)",glukosemonohydrat,,,,,2026-02-12,2026-02-27,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.573024
NO,Norway,DMP,"Augmentin 400 mg/5 ml/57 mg/5 ml pulver til mikstur, suspensjon, 70 ml flaske av glass","amoksicillintrihydrat, kaliumklavulanat",,,,,2026-03-10,2026-06-19,shortage,Saksbehandling pågår,2026-03-12T15:53:54.573024
NO,Norway,DMP,"Ventoline 2 mg/ml inhalasjonsvæske til nebulisator, oppløsning, 60x2,5 ml endosebeholder",salbutamolsulfat,,,R03AC02,,2026-02-12,2027-12-31,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig / Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.573024
NO,Norway,DMP,"Boostrix  injeksjonsvæske, suspensjon, 0,5 ml ferdigfylt sprøyte av glass","clostridium tetani, toksoid, difteritoksoid, filamentøst hemagglutinin, pertaktin, pertussistoksoid",,,M09AB02,,2026-02-17,2026-05-27,shortage,Saksbehandling pågår,2026-03-12T15:53:54.573547
NO,Norway,DMP,"Metacam 20 mg/ml injeksjonsvæske, oppløsning, 12x100 ml hetteglass",meloksikam,,,,,2026-02-09,2026-02-23,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.573547
NO,Norway,DMP,"Metronidazole Braun 5 mg/ml infusjonsvæske, oppløsning, 10x200 ml polyetylenbeholder, ecoflac plus",metronidazol,,,D06BX01,,2026-02-09,2026-03-04,resolved,Grossister (og apotek) har tilstrekkelig lager / Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.573547
NO,Norway,DMP,"Paracox-5 vet  suspensjon til mikstur, suspensjon, 5x20 ml hetteglass av plast","eimeria acervulina, stamme hp, levende, eimeria maxima, stamme 013, levende, eimeria mitis, stamme hp, levende, eimeria tenella, stamme 004, levende",,,,,2026-02-11,2026-02-25,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.573547
NO,Norway,DMP,"Paracox-5 vet  suspensjon til mikstur, suspensjon, 5x4 ml hetteglass av plast","eimeria acervulina, stamme hp, levende, eimeria maxima, stamme 013, levende, eimeria mitis, stamme hp, levende, eimeria tenella, stamme 004, levende",,,,,2026-02-11,2026-03-03,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.573547
NO,Norway,DMP,"Kenacort-T 40 mg/ml injeksjonsvæske, suspensjon, 1 ml hetteglass",triamcinolonacetonid,,,D07AB09,,2026-05-28,2026-11-30,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.573547
NO,Norway,DMP,"Carvedilol Aurobindo 12,5 mg tablett, filmdrasjert, 100 stk blisterpakning",karvedilol,,,,,2026-02-08,2026-04-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.573547
NO,Norway,DMP,"Detrusitol SR 2 mg depotkapsel, hard, 28 stk blisterpakning",tolterodintartrat,,,,,2026-01-15,2026-02-27,resolved,Saksbehandling ikke startet,2026-03-12T15:53:54.573547
NO,Norway,DMP,"Sondelbay 20 mikrog/80 mikroliter injeksjonsvæske, oppløsning i ferdigfylt penn, 28 doser ferdigfylt penn",teriparatid,,,H05AA02,,2026-03-05,2026-06-01,shortage,Grossister (og apotek) har tilstrekkelig lager / Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.573547
NO,Norway,DMP,"Pioglitazone Accord 15 mg tablett, 98 stk blisterpakning",pioglitazonhydroklorid,,,A10BG03,,2026-03-09,2026-04-30,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.573547
NO,Norway,DMP,"Pioglitazone Accord 30 mg tablett, 98 stk blisterpakning",pioglitazonhydroklorid,,,A10BG03,,2026-03-15,2026-05-30,upcoming,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.574697
NO,Norway,DMP,"Paritdam 300 mg tablett med modifisert frisetting, 90 stk blisterpakning",bupropionhydroklorid,,,N06AX12,,2026-03-15,2026-04-30,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.574697
NO,Norway,DMP,"Letrozol Accord 2,5 mg tablett, filmdrasjert, 30 stk blisterpakning",letrozol,,,L02BG04,,2026-03-31,2026-05-30,upcoming,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.574697
NO,Norway,DMP,"Eviplera 200 mg/25 mg/245 mg tablett, filmdrasjert, 30 stk boks","emtricitabin, rilpivirinhydroklorid, tenofovirdisoproksilfumarat",,,,,2026-02-01,2026-02-23,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.574697
NO,Norway,DMP,"Buprenorphine Orifarm 8 mg sublingvaltablett, 28 stk blisterpakning",buprenorfinhydroklorid,,,,,2026-01-01,2026-02-20,resolved,Saksbehandling pågår,2026-03-12T15:53:54.574697
NO,Norway,DMP,"Mifegyne 200 mg tablett, 3x1 stk endoseblisterpakning",mifepriston,,,G03XB01,,2026-02-12,2026-02-27,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.574697
NO,Norway,DMP,"Xyrem 500 mg/ml mikstur, oppløsning, 180 ml flaske",natriumoksybat,,,,,2026-04-01,2026-09-30,upcoming,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.574697
NO,Norway,DMP,"Singulair 10 mg tablett, filmdrasjert, 98 stk blisterpakning",montelukastnatrium,,,R03DC03,,2026-02-05,2026-02-27,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.574697
NO,Norway,DMP,"Amitriptylin Orifarm 10 mg tablett, filmdrasjert, 100 stk blisterpakning",amitriptylinhydroklorid,,,,,2026-04-16,2026-05-15,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.574697
NO,Norway,DMP,"Amitriptylin Orifarm 25 mg tablett, filmdrasjert, 100 stk blisterpakning",amitriptylinhydroklorid,,,,,2026-04-10,2026-05-15,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.574697
NO,Norway,DMP,"Metformin Orifarm 1 000 mg tablett, filmdrasjert, 180 stk boks av plast",metforminhydroklorid,,,A10BA02,,2026-02-20,2026-05-08,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.574697
